District,Block,School_ID,School_Name,Overall_Growth_pct,Boys_Growth_pct,Girls_Growth_pct,C8_Change_pct,C9_Change_pct,C10_Change_pct,C11_Change_pct,C12_Change_pct,Gender_Driver,Class_Driver,Growth_Pattern_Tag,Model_School_Flag
JYOTIBA PHULE NAGAR (AMROHA),GANGESHWARI,9064100029,GOVT INTER COLLEGE BANSKA KALAN,258.82,270.97,245.61,129.03,144.44,,134.88,,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
JYOTIBA PHULE NAGAR (AMROHA),GANGESHWARI,9061615003,RAJKIYA H.S. DEHRI GUJAR,25.0,124.0,-54.84,,8.33,55.0,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR,9062407908,RAJKIYA H.S. ALLIPUR KHADAR,35.48,60.53,18.18,,87.18,-1.85,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
JYOTIBA PHULE NAGAR (AMROHA),JOYA,9062123704,Govt Inter College Dhanora urf Murad Nagar,79.83,63.49,98.21,231.25,36.36,-13.21,2900.0,150.0,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
KANNAUJ,CHHIBRAMAU,9300401103,RAJKIYA H.S.S BHOJPUR NIGHOH CHHIBRAMAU,51.11,10.53,80.77,,90.91,13.04,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KANNAUJ,CHHIBRAMAU,9300401603,RAJKIYA H.S.S. RAMKHDA CHHIBRAMAU,200.0,0.0,1800.0,,233.33,133.33,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KANNAUJ,CHHIBRAMAU,9300411109,SMT. RAMABAI GOVT. GIRLS INTER COLLEGE,24.39,,24.39,,63.33,-3.03,-2.33,76.47,Undetermined,All_Round_Growth,Undetermined All Round Growth,False
KANNAUJ,GUGRAPUR,9300900104,RAJKIYA H.S.S.BHANWARGARHA,95.45,130.0,66.67,,121.43,50.0,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
KANNAUJ,JALALABAD,9300704302,RAJKIYA H.S.S.BAISAWARI JALALABAD,184.38,240.0,159.09,,256.25,112.5,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
KANNAUJ,KANNAUJ,9300102803,RAJKIYA H.S.S. MITRASENPUR KANNAUJ,142.19,116.67,175.0,,214.29,86.11,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KANNAUJ,SAURIKH,9300500109,RAJKIYA H.S.S HUSEPUR KARAN,39.29,30.77,46.67,,38.46,40.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KANNAUJ,TAL GRAM,9300301304,PT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE VIRAULI TALGRAM KANNAUJ,55.13,23.39,90.91,-21.28,107.14,-9.8,163.33,423.08,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
KANNAUJ,TAL GRAM,9300308554,RAJKIYA INTER COLLEGE SAMDHAN,150.38,122.0,241.94,,13.08,2400.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KANPUR DEHAT,AMARAUDHA,9330203303,GOVT.H.S.BARAULI,39.29,6.67,76.92,,75.0,-8.33,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KANPUR DEHAT,AMARAUDHA,9330216106,GOVT.H.S.SCHOOL DEVRAHAT,67.5,14.29,126.32,,123.53,26.09,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KANPUR DEHAT,DERAPUR,9330301703,GOVT. H.S. SCHOOL DILAULIY KD.,43.75,19.35,88.24,,29.63,61.9,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KANPUR DEHAT,JHINJHAK,9330401204,GOVT.H.S.SCHOOL BACHITPURVA K.D.,193.94,278.57,131.58,,226.67,166.67,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
KANPUR DEHAT,JHINJHAK,9330405910,GOVT.H.S.SCHOOL MANGALPUR K.D.,21.1,-15.38,54.39,,34.0,10.17,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KANPUR DEHAT,MAITHA,9330708404,GOVT.H.S.SCHOOL RAWATPUR CHAMPATPUR K.D.,154.55,277.78,69.23,,141.67,170.0,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
KANPUR DEHAT,MALASA,9330608004,GOVT.H.S.S. PULANDER,17.24,0.0,33.33,,-20.0,100.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KANPUR DEHAT,MALASA,9330607106,GOVT.H.S.SCHOOL MALASA,37.21,0.0,94.12,,33.33,40.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KANPUR DEHAT,RAJPUR,9330809203,GOVT.H.S.JAISALPUR,55.88,75.0,38.89,,68.42,40.0,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
KANPUR DEHAT,RAJPUR,9330808704,GOVT.HIGH SCHOOL BEHMAI,106.25,66.67,157.14,,225.0,-12.5,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KANPUR DEHAT,RASULABAD,9330914307,GOVT.  HIGHER SECONDARY SCHOOLJOT,125.71,80.0,186.67,,95.0,166.67,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KANPUR DEHAT,RASULABAD,9330908805,GOVT.GIRLS I.C.SIMRAMAU,104.76,25.0,187.1,,52.38,113.33,105.88,200.0,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
KANPUR DEHAT,SANDALPUR,9331104705,GOVT.H.S.SCHOOL PINDATHU K.D.,19.35,45.45,5.0,,72.73,-10.0,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
KANPUR NAGAR,KALYANPUR,9340301105,GOVT HIGH SCHOOL BAIKUNTHPUR,21.85,22.08,21.62,,32.39,12.5,,,Balanced,All_Round_Growth,Balanced All Round Growth,True
KANPUR NAGAR,PREMNAGAR,9341112602,GOVT. BALIKA I.C. CHUNNIGANJ,48.79,,48.79,158.33,8.05,27.5,70.83,45.83,Undetermined,Upper_Class_Growth,Undetermined Upper Class Growth,False
KANPUR NAGAR,PREMNAGAR,9341400144,GOVT. INTER COLLEGE,51.22,32.2,,,9.62,34.55,75.68,36.07,Undetermined,All_Round_Growth,Undetermined All Round Growth,False
KANSHIRAM NAGAR,AMAPUR,9720208703,GOVERNMENT HIGHSCHOOL NAGLA YADKARAN ANMAPUR KASGANJ,49.46,80.95,23.53,,69.23,35.19,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
KANSHIRAM NAGAR,AMAPUR,9720210607,Pt Deendayal Upadhyay Govt Model Inter College Tharachitra,47.68,29.26,78.26,107.32,26.92,-8.33,157.14,53.85,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
KANSHIRAM NAGAR,GANJ DUNDWARA,9720406208,GOVERNMENT HIGHSCHOOL KADARGANJ KHAM,1180.0,480.0,,,580.0,,,,Undetermined,All_Round_Growth,Undetermined All Round Growth,False
KANSHIRAM NAGAR,GANJ DUNDWARA,9720406703,GOVERNMENT HIGHSCHOOL RASOOLPUR ARAURA,227.78,133.33,416.67,,3300.0,47.06,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KANSHIRAM NAGAR,GANJ DUNDWARA,9720407303,Pt Deendayal Upadhyay Govt Model Inter College Labhed,28.45,23.35,40.28,173.08,-33.33,-50.0,883.33,93.02,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
KANSHIRAM NAGAR,PATIYALI,9721009103,Govt. High School Bahora,34.15,52.78,19.57,,81.25,4.0,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
KANSHIRAM NAGAR,PATIYALI,9721009433,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE BHARGAIN ,125.69,100.0,196.55,2500.0,124.0,53.19,140.0,175.0,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
KANSHIRAM NAGAR,SAHAVAR,9721105502,Pt Deendayal Upadhyay Govt Model Inter College Alauddinpur,177.66,199.3,154.2,267.74,100.0,217.86,220.83,190.0,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
KANSHIRAM NAGAR,SORON,9721501608,GOVERNMENT HIGHSCHOOL NAMAINI KASGANJ,38.89,3.7,91.67,,41.86,36.17,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KANSHIRAM NAGAR,SORON,9721509904,GOVERNMENT INTER COLLEGE KASGANJ,87.8,34.83,150.67,,-17.54,,6.0,,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
KAUSHAMBI,CHAYAL,9440702303,RAJKIYA HIGH SCHOOL MAHARAJ KA PURA CHAYAL KAUSHAMBI,53.85,15.38,92.31,,100.0,20.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KAUSHAMBI,KADA,9440802705,GOVT. GIRLS HIGH SCHOOL,45.3,,45.3,-11.76,64.29,40.62,68.18,50.0,Undetermined,Upper_Class_Growth,Undetermined Upper Class Growth,False
KAUSHAMBI,KADA,9440801803,PANDIT DEEN DAYAL UPADHAYAY RAJKIY MADAL INTER COLLEGE KESARI,257.5,205.0,310.0,800.0,213.33,105.0,375.0,,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
KAUSHAMBI,KADA,9440802713,RAJKIYA HIGH SCHOOL AMIRTAPUR KAUSHAMBI,103.45,245.45,16.67,,18.18,371.43,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
KAUSHAMBI,KAUSHAMBI,9440200104,RAJKIY HS ARKAMAHAVEERPUR,27.27,-5.0,66.0,,24.66,32.43,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KAUSHAMBI,KAUSHAMBI,9440205204,RAJKIYA  HIGH SCHOOL DHOKSAHA KAUSHAMBI,122.5,180.0,88.0,,25.0,,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
KAUSHAMBI,MANJHANPUR,9440109208,RAJKIYA HIGH SCHOOL TEWAN MANJHANPUR KAUSHAMBI,160.71,766.67,88.0,,207.14,114.29,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
KAUSHAMBI,MANJHANPUR,9440100219,RAJKIYA INTER COLLEGE  OSA MANJHANPUR KAUSHAMBI,145.87,182.61,119.05,350.0,50.0,238.46,242.86,80.0,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
KAUSHAMBI,MURATGANJ,9440605503,RAJKIY HIGH SCHOOL PALHANA KACHAR MURATGANJ,57.72,68.25,50.0,,58.54,56.72,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
KAUSHAMBI,MURATGANJ,9440602403,RAJKIYA HIGH SCHOOL PANSAUR MURATGANJ KAUSHAMBI,42.55,16.0,72.73,,86.36,4.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KAUSHAMBI,MURATGANJ,9440602503,RAJKIYA HIGH SCHOOL RASOOLPUR BADLEY,23.76,10.91,39.13,,65.91,-8.77,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KAUSHAMBI,NEWADA,9440405504,RAJKIY HS MISHRAPU DAHIYA,62.3,50.88,72.31,,18.75,145.24,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KAUSHAMBI,NEWADA,9440407004,RAJKIYA HIGH SCHOOL SHERGARH NEWADA KAUSHAMBI,26.47,61.11,-12.5,,33.33,15.38,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
KAUSHAMBI,SARSAWAN,9440504913,PANDIT DEEN DAYAL UPADHAYAY RAJKIY MADAL INTER COLLEGE PURAB SHARIRA,66.27,75.32,58.7,-25.71,-14.52,15.38,1850.0,1660.0,Boys-Led,Upper_Class_Growth,Boys-Led Upper Class Growth,True
KAUSHAMBI,SARSAWAN,9440512601,RAJKIYA H.S. LODHAN KA PURA,96.97,83.33,133.33,,-13.79,900.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KAUSHAMBI,SIRATHU,9440309823,GOVT. GIRLS HIGH SCHOOL,39.55,,39.55,37.5,10.87,47.62,19.35,130.0,Undetermined,Upper_Class_Growth,Undetermined Upper Class Growth,False
KAUSHAMBI,SIRATHU,9440305205,PANDIT DEEN DAYAL UPADHAYAY RAJKIY MADAL INTER COLLEGE DEVKHARPUR,581.18,473.91,707.69,1566.67,152.86,1900.0,12300.0,2166.67,Girls-Led,Upper_Class_Growth,Girls-Led Upper Class Growth,True
KAUSHAMBI,SIRATHU,9440302204,R.HIGH SCHOOL AFJALPURWARI,52.63,40.0,66.67,,83.33,38.46,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KAUSHAMBI,SIRATHU,9440309304,RAJKIY HIGH SCHOOL BAMAHROULI,62.9,50.0,76.67,,83.78,32.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KAUSHAMBI,SIRATHU,9440307709,RAJKIYA BALIKA HIGH SCHOOL KASIYA,39.44,58.7,30.21,,20.0,64.52,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
KAUSHAMBI,SIRATHU,9440303407,RAJKIYA GIGH SCHOOL RAMPUR DHAMANWA SIRATHU,21.62,66.67,-37.5,,153.33,-68.18,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
KHERI,BANKEGANJ,9231508806,GOV GIRLS INTER COLLEGE KUKRA,359.52,,359.52,,38.1,,,,Undetermined,All_Round_Growth,Undetermined All Round Growth,False
KHERI,BANKEGANJ,9231502613,KGBV SEC.,71.19,205.56,12.2,,136.36,32.43,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
KHERI,BIJUA,9230111602,GOVT. H S MAJHAURA,15.07,8.11,22.22,,35.48,0.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KHERI,BIJUA,9230113301,GOVT. H.S. FAIAJAL NAGAR GARNT,106.85,43.1,353.33,,168.75,58.54,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KHERI,DHAURAHARA,9230300309,GOVT HS WALI,55.83,44.44,73.44,,51.58,61.76,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KHERI,DHAURAHARA,9230305601,Govt. Girls.H.S.ADLISHPUR,36.88,26.92,55.36,,96.83,-2.06,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KHERI,ISANAGAR,9230402403,GOVT.H.S. JETHARA,21.7,10.61,40.0,,35.85,7.55,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KHERI,ISANAGAR,9230402906,Govt.H.S lakhun,39.61,48.72,30.26,,163.33,-39.36,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
KHERI,ISANAGAR,9230402904,govt.h.s hasan pur katauli,46.75,64.04,27.5,,70.79,20.0,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
KHERI,KUMBHI-GOLA,9230510410,GOVT HS AJAN,17.26,3.23,34.67,,31.71,3.49,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KHERI,KUMBHI-GOLA,9230513702,GOVT HS GANESH PUR,34.62,19.67,55.81,,27.12,44.44,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KHERI,MOM,9231801503,GOVT GIRLS INTER COLLEGE MOHAMMADI KHERI,24.47,,24.47,,72.73,27.03,30.61,-26.83,Undetermined,Lower_Class_Growth,Undetermined Lower Class Growth,False
KHERI,NIGHASAN,9230900505,GOVT. H.S. NAURANGABAD FARM,51.35,38.1,68.75,,156.25,-28.57,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KHERI,PALIYA,9231106503,GOV.H.S.S TIKONA FORM,38.16,47.17,17.39,,18.37,74.07,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
KHERI,PALIYA,9231101303,GOVT. H.S. VISHEN PURI,38.81,50.75,26.87,,37.14,40.62,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
KHERI,PHOOL BEHAR,9231203816,GOV GIRLS INTER COLLEGE PHOOLBEHAR,432.0,,432.0,,54.0,,,,Undetermined,All_Round_Growth,Undetermined All Round Growth,False
KHERI,RAMIYA BEHAR,9231307002,GOVT HS PRATAP PUR,26.06,8.7,58.0,,91.03,-53.12,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KUSHINAGAR,KHADDA,9590305003,PT DEENDAYAL UPADHYAY GOVT MODEL IC MISRAULI,86.55,83.33,88.31,75.0,70.45,8.51,233.33,425.0,Balanced,Upper_Class_Growth,Balanced Upper Class Growth,True
KUSHINAGAR,KHADDA,9590302306,RAJKIYA U.M.V. KATAIE BHARPURWA,67.31,390.91,-19.51,,450.0,-2.27,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
KUSHINAGAR,KHADDA,9590306304,RAJKIYA U.M.V. SARANG CHHAPARA,50.0,81.25,36.11,,68.0,33.33,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
KUSHINAGAR,MOTICHAK,9590702809,GOVT. H.S.S. NARAYANPUR,56.52,-4.55,112.5,,105.26,22.22,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
KUSHINAGAR,NAURANGIYA,9591403311,PT DEENDAYAL UPADHYAY GOVT MODEL IC MANDAR VINDWALIYA,15.09,-16.13,59.09,-8.7,166.67,-2.22,70.0,-50.0,Girls-Led,Lower_Class_Growth,Girls-Led Lower Class Growth,False
KUSHINAGAR,PADARAUNA,9590104703,RAJKIYA U.M.V. MOTILALHA,80.65,75.0,85.29,,126.09,53.85,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KUSHINAGAR,SEORAHI,9591102105,PT DEENDAYAL UPADHYAY GOVT MODEL IC MATHIYA SHRIRAM,110.27,62.63,210.64,-46.43,825.0,-33.33,118.75,54.84,Girls-Led,Lower_Class_Growth,Girls-Led Lower Class Growth,True
KUSHINAGAR,SEORAHI,9591104302,RAJKIYA K.U.M.V. SEORAHI,73.33,,73.33,0.0,42.86,1150.0,-61.9,566.67,Undetermined,Lower_Class_Growth,Undetermined Lower Class Growth,False
KUSHINAGAR,TAMKUHI,9591002104,RAJKIYA U.M.V. BASDILA PANDEY,54.04,20.0,83.72,,90.0,26.37,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
KUSHINAGAR,VISHUNPURA,9591307307,RAJKIYA INTERMEDIATE COLLEGE MANIKAURA VISHUNPURA,116.28,42.86,186.36,-20.0,30.77,160.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
LALITPUR,BIRDHA,9370206611,GHS KALYANPURA,16.52,16.67,16.44,,-14.0,78.38,,,Balanced,All_Round_Growth,Balanced All Round Growth,False
LALITPUR,BIRDHA,9370202803,GHS SINGAEPUR,56.82,66.67,50.0,,52.17,61.9,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
LALITPUR,JAKHORA,9370306103,GHS ANDHER,15.96,28.26,4.17,,21.57,9.3,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
LALITPUR,JAKHORA,9370307504,GHS DAWNI,34.11,60.34,12.68,,34.29,33.9,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,True
LALITPUR,JAKHORA,9370301404,GHS MAINWARA,55.75,28.36,95.65,,83.33,-23.73,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
LALITPUR,JAKHORA,9370304307,GHS THANWARA,23.19,-4.76,66.67,,18.42,29.03,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
LALITPUR,TALBEHAT,9370412003,GHS KHERA (SUNAURI),36.19,53.52,0.0,,38.46,33.96,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
LALITPUR,TALBEHAT,9370400110,GOVT. GIRLS INTER COLLEGE,25.23,,25.23,16.67,45.56,19.81,15.56,22.13,Undetermined,Lower_Class_Growth,Undetermined Lower Class Growth,False
LUCKNOW,CHINHAT,9270108701,GOVT INTER COLLEGE SAIRPUR,132.14,123.53,138.0,,17.86,,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
LUCKNOW,CHINHAT,9270101608,RASHTRAPITA MAHATMA GANDHI RAJKIY BALIKA INTER COLLEGE CHINHAT,146.05,,146.05,,-27.97,,217.65,,Undetermined,Upper_Class_Growth,Undetermined Upper Class Growth,False
LUCKNOW,GOSHAI GANJ,9270609203,GOVT. HIGH SCHOOL RATEYA MAU,16.9,42.11,-12.12,,29.17,10.64,,,Boys-Led,All_Round_Growth,Boys-Led All Round Growth,False
LUCKNOW,GOSHAI GANJ,9270603703,RAJKIYE HS DHAURAHRA,33.81,29.85,37.5,,61.54,9.46,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,True
LUCKNOW,KAKORI,9270208703,RAJKIYA HIGH SCHOOL HALUWAPUR,19.32,-21.57,75.68,,2.08,40.0,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
LUCKNOW,MAAL,9270407310,GOVT. HIGH SCHOOL SASPAN MALL,17.65,13.16,23.33,,75.0,-22.5,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
LUCKNOW,MAAL,9270408009,GOVT. HIGH SCHOOL THARI,48.98,24.0,75.0,,66.67,21.05,,,Girls-Led,All_Round_Growth,Girls-Led All Round Growth,False
