school_id,school_name,district,block,School_Type,Class_Range_Label,Enroll_2223,Enroll_2324,Enroll_2425,Enroll_2526,Growth_2223_2324,Growth_2324_2425,Growth_2425_2526,Overall_Growth,Trend_Tag
9190405111,"GOVT. HS SCHOOL,CHAKOLAR,SALARPUR",BUDAUN,SALARPUR,Senior_Secondary,9-12,63.0,80.0,92,91,26.98,15.0,-1.09,44.44,Peaked
9190400305,PT.  DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE ARSIS BARKHIN,BUDAUN,SALARPUR,Middle_to_Higher,6-12,383.0,401.0,361,351,4.7,-9.98,-2.77,-8.36,Peaked
9191109503,"GOVT. HIGH SCHOOL, HANSI GANJ",BUDAUN,SAMRER,Senior_Secondary,9-12,157.0,145.0,117,103,-7.64,-19.31,-11.97,-34.39,Consistent Decline
9191103104,"GOVT. HS SCHOOL,SEERJAYLAL",BUDAUN,SAMRER,Senior_Secondary,9-12,96.0,82.0,76,98,-14.58,-7.32,28.95,2.08,Recovery
9190201510,"GOVT. HS SCHOOL,DEHMU",BUDAUN,UJHANI,Senior_Secondary,9-12,127.0,119.0,107,88,-6.3,-10.08,-17.76,-30.71,Consistent Decline
9190201511,"GOVT. HS SCHOOL,SIKANDRABAD",BUDAUN,UJHANI,Senior_Secondary,9-12,71.0,76.0,63,51,7.04,-17.11,-19.05,-28.17,Peaked
9190903606,"GOVT. HIGH SCHOOL, BHUNDI",BUDAUN,USAWAN,Senior_Secondary,9-12,188.0,81.0,80,143,-56.91,-1.23,78.75,-23.94,Recovery
9191203129,"GOVT. GIRLS INTER COLLEGE,SAIDPUR",BUDAUN,WAZEERGANJ,Middle_to_Higher,6-12,71.0,71.0,62,78,0.0,-12.68,25.81,9.86,Volatile
9191202502,"GOVT. HIGH SCHOOL, SOHI",BUDAUN,WAZEERGANJ,Senior_Secondary,9-12,61.0,109.0,116,115,78.69,6.42,-0.86,88.52,Peaked
9191205310,"GOVT. HS SCHOOL,NAULI HARNATHPUR",BUDAUN,WAZEERGANJ,Senior_Secondary,9-12,34.0,21.0,22,50,-38.24,4.76,127.27,47.06,Recovery
9113103504,GOVT HS LUHARLI,BULANDSHAHR,AGAUTA,Senior_Secondary,9-12,18.0,19.0,30,41,5.56,57.89,36.67,127.78,Consistent Growth
9111300603,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE SAURAKH,BULANDSHAHR,ANOOPSHAHAR,Middle_to_Higher,6-12,49.0,99.0,141,137,102.04,42.42,-2.84,179.59,Peaked
9111306105,RAJKIYA UMV BAGSARA,BULANDSHAHR,ANOOPSHAHAR,Senior_Secondary,9-12,38.0,27.0,42,53,-28.95,55.56,26.19,39.47,Recovery
9111305009,RAJKIYA UMV BIROLI,BULANDSHAHR,ANOOPSHAHAR,Senior_Secondary,9-12,153.0,136.0,145,177,-11.11,6.62,22.07,15.69,Recovery
9110408204,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE DHAKPURA,BULANDSHAHR,ARNIA,Middle_to_Higher,6-12,43.0,63.0,76,91,46.51,20.63,19.74,111.63,Consistent Growth
9110406002,RAJKIYA INTER COLLEGE THAGAURA,BULANDSHAHR,ARNIA,Middle_to_Higher,6-12,30.0,45.0,57,81,50.0,26.67,42.11,170.0,Consistent Growth
9110403708,RAJKIYA UMV AGHORA,BULANDSHAHR,ARNIA,Senior_Secondary,9-12,64.0,67.0,78,89,4.69,16.42,14.1,39.06,Consistent Growth
9110700117,GOVT. GIRLS INTER COLLEGE,BULANDSHAHR,B.B.NAGAR,Middle_to_Higher,6-12,824.0,802.0,817,786,-2.67,1.87,-3.79,-4.61,Stable
9110703906,RAJKIYA HIGH SCH MADONA,BULANDSHAHR,B.B.NAGAR,Senior_Secondary,9-12,43.0,41.0,64,71,-4.65,56.1,10.94,65.12,Recovery
9110106909,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE NAITHALA HASANPUR,BULANDSHAHR,BULANDSHAHR,Middle_to_Higher,6-12,172.0,172.0,189,185,0.0,9.88,-2.12,7.56,Volatile
9110101704,RAJKIYA H/S DHAMRAWALI,BULANDSHAHR,BULANDSHAHR,Senior_Secondary,9-12,133.0,142.0,146,143,6.77,2.82,-2.05,7.52,Peaked
9110104605,RAJKIYA HIGH SCH JALKHERA,BULANDSHAHR,BULANDSHAHR,Senior_Secondary,9-12,64.0,63.0,55,56,-1.56,-12.7,1.82,-12.5,Recovery
9110105403,RAJKIYA HIGH SCH KAJAMPUR DEVLI,BULANDSHAHR,BULANDSHAHR,Senior_Secondary,9-12,97.0,92.0,96,99,-5.15,4.35,3.12,2.06,Recovery
9110104703,RAJKIYA INTER COLLEGE,BULANDSHAHR,BULANDSHAHR,Middle_to_Higher,6-12,184.0,163.0,159,162,-11.41,-2.45,1.89,-11.96,Recovery
9110109402,RAJKIYA INTER COLLEGE KHETALPUR BHASAULI,BULANDSHAHR,BULANDSHAHR,Middle_to_Higher,6-12,111.0,137.0,150,145,23.42,9.49,-3.33,30.63,Peaked
9112900123,GOVERMENT INTER COLLEGE,BULANDSHAHR,BULANDSHAR NAGAR,Middle_to_Higher,6-12,503.0,774.0,797,725,53.88,2.97,-9.03,44.14,Peaked
9112900133,GOVT GIRLS INTER COLLEGE,BULANDSHAHR,BULANDSHAR NAGAR,Middle_to_Higher,6-12,1611.0,1505.0,1603,1625,-6.58,6.51,1.37,0.87,Recovery
9110302703,GOVT HS AIDALPUR,BULANDSHAHR,DANPUR,Senior_Secondary,9-12,28.0,30.0,32,33,7.14,6.67,3.12,17.86,Consistent Growth
9110303603,GOVT HS KANHERA,BULANDSHAHR,DANPUR,Senior_Secondary,9-12,75.0,58.0,65,90,-22.67,12.07,38.46,20.0,Recovery
9110300104,GOVT. GIRLS INTER COLLEGE,BULANDSHAHR,DANPUR,Middle_to_Secondary,6-10,27.0,14.0,25,44,-48.15,78.57,76.0,62.96,Recovery
9110300211,GOVT. JHS AKARWAS,BULANDSHAHR,DANPUR,Senior_Secondary,9-12,34.0,35.0,61,68,2.94,74.29,11.48,100.0,Consistent Growth
9110303604,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE KANHERA,BULANDSHAHR,DANPUR,Middle_to_Higher,6-12,174.0,166.0,159,158,-4.6,-4.22,-0.63,-9.2,Stable
9110800110,"GOVERNMENT GIRLS INTER COLLEGE, JAYRAMPUR BANGAR",BULANDSHAHR,DEBAI,Middle_to_Higher,6-12,54.0,55.0,59,88,1.85,7.27,49.15,62.96,Consistent Growth
9110800506,GOVT. GIRLS INTER COLLEGE BILONA ROOP,BULANDSHAHR,DEBAI,Middle_to_Higher,6-12,36.0,38.0,34,36,5.56,-10.53,5.88,0.0,Volatile
9110803903,RAJKIYA BALIKA INTER COLLEGE PALAKESAR,BULANDSHAHR,DEBAI,Middle_to_Higher,6-12,266.0,464.0,548,596,74.44,18.1,8.76,124.06,Consistent Growth
9110807504,RAJKIYA HIGH SCHOOL GHOSIPURA,BULANDSHAHR,DEBAI,Secondary_Only,9-10,68.0,38.0,19,48,-44.12,-50.0,152.63,-29.41,Recovery
9110805305,RAJKIYA HIGH SCHOOL SATOHA,BULANDSHAHR,DEBAI,Senior_Secondary,9-12,171.0,150.0,157,167,-12.28,4.67,6.37,-2.34,Recovery
9110801803,"RAJKIYA HIGH SCHOOL, BADARPUR",BULANDSHAHR,DEBAI,Secondary_Only,9-10,47.0,46.0,33,51,-2.13,-28.26,54.55,8.51,Recovery
9111003704,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE JAINPUR,BULANDSHAHR,GULAOTI,Middle_to_Higher,6-12,292.0,187.0,324,310,-35.96,73.26,-4.32,6.16,Volatile
9111000704,RAJKIYA UMV SAINTHA,BULANDSHAHR,GULAOTI,Senior_Secondary,9-12,49.0,71.0,120,113,44.9,69.01,-5.83,130.61,Peaked
9111206006,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE KOTHARA KURAINA,BULANDSHAHR,JAHAGIRABAD,Middle_to_Higher,6-12,90.0,116.0,155,178,28.89,33.62,14.84,97.78,Consistent Growth
9111201504,RAJKIYA HIGH SCH DHAKROLI,BULANDSHAHR,JAHAGIRABAD,Senior_Secondary,9-12,51.0,48.0,64,70,-5.88,33.33,9.38,37.25,Recovery
9111200903,RAJKIYA HIGH SCH KOTHERA,BULANDSHAHR,JAHAGIRABAD,Senior_Secondary,9-12,25.0,15.0,32,44,-40.0,113.33,37.5,76.0,Recovery
9111101003,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE AHIRAULI,BULANDSHAHR,KHURJA,Middle_to_Higher,6-12,18.0,148.0,158,160,722.22,6.76,1.27,788.89,Consistent Growth
9111105304,RAJKIYA UMV NAGLA ROOMI,BULANDSHAHR,KHURJA,Senior_Secondary,9-12,56.0,60.0,61,72,7.14,1.67,18.03,28.57,Consistent Growth
9110901904,RAJKIYA UMV RAJGARHI,BULANDSHAHR,LAKHAWATI,Senior_Secondary,9-12,53.0,66.0,64,64,24.53,-3.03,0.0,20.75,Volatile
9111405903,GOVT. GIRLS INTER COLLEGE PAHASU,BULANDSHAHR,PAHASU,Middle_to_Higher,6-12,211.0,223.0,233,214,5.69,4.48,-8.15,1.42,Peaked
9111400503,GOVT. HIGHER SEC. SCH,BULANDSHAHR,PAHASU,Senior_Secondary,9-12,63.0,88.0,100,107,39.68,13.64,7.0,69.84,Consistent Growth
9111402903,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE RASOOLGARH,BULANDSHAHR,PAHASU,Middle_to_Higher,6-12,50.0,94.0,175,242,88.0,86.17,38.29,384.0,Consistent Growth
9111409604,RAJKIYA HIGH SCHOOL ALLI MUBARAK PUR,BULANDSHAHR,PAHASU,Senior_Secondary,9-12,21.0,18.0,20,25,-14.29,11.11,25.0,19.05,Recovery
9110200115,G.G.I.C.,BULANDSHAHR,SHIKARPUR,Middle_to_Higher,6-12,279.0,274.0,259,221,-1.79,-5.47,-14.67,-20.79,Consistent Decline
9110201603,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE JAKHAITA,BULANDSHAHR,SHIKARPUR,Middle_to_Higher,6-12,38.0,56.0,81,94,47.37,44.64,16.05,147.37,Consistent Growth
9110204003,RAJKIYA HIGH SCHOOL,BULANDSHAHR,SHIKARPUR,Senior_Secondary,9-12,22.0,43.0,68,57,95.45,58.14,-16.18,159.09,Peaked
9111500107,GOVT. GIRLS INTER COLLEGE,BULANDSHAHR,SIKANDRABAD,Middle_to_Secondary,6-10,55.0,64.0,73,90,16.36,14.06,23.29,63.64,Consistent Growth
9111511303,RAJKIYA UMV NAI BASTI,BULANDSHAHR,SIKANDRABAD,Senior_Secondary,9-12,57.0,77.0,91,85,35.09,18.18,-6.59,49.12,Peaked
9110601106,RAJKIYA UMV MAKADI,BULANDSHAHR,SYNA,Senior_Secondary,9-12,25.0,37.0,33,51,48.0,-10.81,54.55,104.0,Volatile
9110500504,GOVT HS FAREEDA BANGAR,BULANDSHAHR,UCHAGAON,Senior_Secondary,9-12,33.0,16.0,20,62,-51.52,25.0,210.0,87.88,Recovery
9110507203,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE TIMARPUR,BULANDSHAHR,UCHAGAON,Middle_to_Higher,6-12,134.0,147.0,176,208,9.7,19.73,18.18,55.22,Consistent Growth
9110505517,RAJKIYA HIGH SCHOOL,BULANDSHAHR,UCHAGAON,Senior_Secondary,9-12,23.0,30.0,22,22,30.43,-26.67,0.0,-4.35,Volatile
9660700806,G.G.I.C SAIYADRAJA,CHANDAULI,BARAHANI,Middle_to_Higher,6-12,679.0,828.0,878,971,21.94,6.04,10.59,43.0,Consistent Growth
9660705803,GHS DAITHA,CHANDAULI,BARAHANI,Senior_Secondary,9-12,58.0,59.0,56,52,1.72,-5.08,-7.14,-10.34,Peaked
9660701103,GHS KANDAWA,CHANDAULI,BARAHANI,Senior_Secondary,9-12,22.0,16.0,21,49,-27.27,31.25,133.33,122.73,Recovery
9660703804,GHS KHAJARA,CHANDAULI,BARAHANI,Senior_Secondary,9-12,19.0,15.0,24,46,-21.05,60.0,91.67,142.11,Recovery
9660701402,GHS NOORI,CHANDAULI,BARAHANI,Senior_Secondary,9-12,35.0,40.0,45,52,14.29,12.5,15.56,48.57,Consistent Growth
9660302802,GHS KURAHANA,CHANDAULI,CHAHANIYA,Senior_Secondary,9-12,51.0,57.0,67,83,11.76,17.54,23.88,62.75,Consistent Growth
9660211804,ADITYA NARAYAN GOVT. I.C. CHAKIYA,CHANDAULI,CHAKIYA,Middle_to_Higher,6-12,2863.0,3154.0,3309,3378,10.16,4.91,2.09,17.99,Consistent Growth
9660211203,GHS BITHAWAL KALA,CHANDAULI,CHAKIYA,Senior_Secondary,9-12,59.0,97.0,128,135,64.41,31.96,5.47,128.81,Consistent Growth
9660206803,GHS GARALA,CHANDAULI,CHAKIYA,Senior_Secondary,9-12,86.0,75.0,62,72,-12.79,-17.33,16.13,-16.28,Recovery
9660203305,GHS GAYGHAT,CHANDAULI,CHAKIYA,Senior_Secondary,9-12,31.0,36.0,44,44,16.13,22.22,0.0,41.94,Volatile
9660107602,GHS KHURUHUJA,CHANDAULI,CHANDAULI,Senior_Secondary,9-12,76.0,103.0,124,140,35.53,20.39,12.9,84.21,Consistent Growth
9660105404,GHS KONIYA,CHANDAULI,CHANDAULI,Senior_Secondary,9-12,35.0,54.0,79,80,54.29,46.3,1.27,128.57,Consistent Growth
9660117401,GHS PAITUA,CHANDAULI,CHANDAULI,Senior_Secondary,9-12,52.0,61.0,71,75,17.31,16.39,5.63,44.23,Consistent Growth
9660109602,GHS TRIBHUVANPUR,CHANDAULI,CHANDAULI,Senior_Secondary,9-12,79.0,87.0,112,117,10.13,28.74,4.46,48.1,Consistent Growth
9660901102,GHS DEWARI KALA,CHANDAULI,NAUGARH,Senior_Secondary,9-12,64.0,48.0,33,50,-25.0,-31.25,51.52,-21.88,Recovery
9660902003,GHS GOLABAD,CHANDAULI,NAUGARH,Senior_Secondary,9-12,186.0,153.0,123,125,-17.74,-19.61,1.63,-32.8,Recovery
9660900802,GHS JAMASOT,CHANDAULI,NAUGARH,Senior_Secondary,9-12,55.0,60.0,52,59,9.09,-13.33,13.46,7.27,Volatile
9660900503,GHS LAUWARI KALA,CHANDAULI,NAUGARH,Senior_Secondary,9-12,48.0,44.0,42,44,-8.33,-4.55,4.76,-8.33,Recovery
9660904504,GHS SONWAR,CHANDAULI,NAUGARH,Senior_Secondary,9-12,92.0,104.0,109,128,13.04,4.81,17.43,39.13,Consistent Growth
9660902603,GHS UDITPUR SURRA,CHANDAULI,NAUGARH,Senior_Secondary,9-12,52.0,54.0,84,102,3.85,55.56,21.43,96.15,Consistent Growth
9660907306,GOVT. INTER COLLEGE NAUGARH,CHANDAULI,NAUGARH,Middle_to_Higher,6-12,1480.0,1321.0,1216,1153,-10.74,-7.95,-5.18,-22.09,Consistent Decline
9660409305,GOVT. G.I.C. DIGHAWAT,CHANDAULI,SAKALDIHA,Middle_to_Secondary,6-10,151.0,172.0,189,186,13.91,9.88,-1.59,23.18,Peaked
9660606603,GHS BANARASIYA,CHANDAULI,SHAHABGANJ,Senior_Secondary,9-12,139.0,154.0,168,164,10.79,9.09,-2.38,17.99,Peaked
9660607202,GHS KAUDIHAR,CHANDAULI,SHAHABGANJ,Senior_Secondary,9-12,48.0,51.0,57,59,6.25,11.76,3.51,22.92,Consistent Growth
9660602903,GHS KHAKHADA,CHANDAULI,SHAHABGANJ,Senior_Secondary,9-12,51.0,54.0,52,40,5.88,-3.7,-23.08,-21.57,Peaked
9660608003,GHS MUSAKHAND,CHANDAULI,SHAHABGANJ,Senior_Secondary,9-12,143.0,127.0,168,118,-11.19,32.28,-29.76,-17.48,Volatile
9410104506,G.I.C. GHURETANPUR,CHITRAKOOT,CHITRAKOOT,Middle_to_Higher,6-12,490.0,556.0,604,623,13.47,8.63,3.15,27.14,Consistent Growth
9410105809,GOVT. HIGH SCHOOL BHARATKOOP,CHITRAKOOT,CHITRAKOOT,Senior_Secondary,9-12,138.0,137.0,119,146,-0.72,-13.14,22.69,5.8,Recovery
9410106908,GOVT. HIGH SCHOOL RAULI KALYANPUR,CHITRAKOOT,CHITRAKOOT,Senior_Secondary,9-12,137.0,122.0,101,128,-10.95,-17.21,26.73,-6.57,Recovery
9410103404,GOVT. HIGH SCHOOL SEMARIYA CHARANDASI,CHITRAKOOT,CHITRAKOOT,Senior_Secondary,9-12,97.0,84.0,77,79,-13.4,-8.33,2.6,-18.56,Recovery
9410109503,GOVT. HIGH SCHOOL SHIVRAMPUR,CHITRAKOOT,CHITRAKOOT,Senior_Secondary,9-12,143.0,111.0,111,105,-22.38,0.0,-5.41,-26.57,Volatile
9410600186,G.G.I.C. KARWI,CHITRAKOOT,CHITRAKOOT (URBAN),Full_School,1-12,531.0,598.0,600,566,12.62,0.33,-5.67,6.59,Peaked
9410507201,G.G.I.C. MANIKPUR,CHITRAKOOT,MANIKPUR,Middle_to_Higher,6-12,288.0,251.0,260,252,-12.85,3.59,-3.08,-12.5,Volatile
9410504607,GOVT. HIGH SCHOOL BADI MADAIYAN,CHITRAKOOT,MANIKPUR,Senior_Secondary,9-12,103.0,103.0,88,82,0.0,-14.56,-6.82,-20.39,Volatile
9410504704,GOVT. HIGH SCHOOL DADARI MAFI,CHITRAKOOT,MANIKPUR,Senior_Secondary,9-12,59.0,47.0,60,80,-20.34,27.66,33.33,35.59,Recovery
9410506109,GOVT. HIGH SCHOOL ELHA,CHITRAKOOT,MANIKPUR,Senior_Secondary,9-12,19.0,24.0,31,35,26.32,29.17,12.9,84.21,Consistent Growth
9410500910,GOVT. HIGH SCHOOL ETAWA DUDAILA,CHITRAKOOT,MANIKPUR,Senior_Secondary,9-12,122.0,119.0,81,77,-2.46,-31.93,-4.94,-36.89,Consistent Decline
9410500113,PT DEEN DAYAL UPADHYAY GOVT MODEL I C UNCHADEEH CHITRAKOOT,CHITRAKOOT,MANIKPUR,Middle_to_Higher,6-12,308.0,282.0,306,300,-8.44,8.51,-1.96,-2.6,Volatile
9410304106,G.I.C. BARGARH,CHITRAKOOT,MAU,Middle_to_Higher,6-12,1109.0,1062.0,1029,1077,-4.24,-3.11,4.66,-2.89,Stable
9410304009,GOVT. HIGH SCHOOL BIYAWAL,CHITRAKOOT,MAU,Senior_Secondary,9-12,123.0,101.0,103,119,-17.89,1.98,15.53,-3.25,Recovery
9410300503,GOVT. HIGH SCHOOL MANDAUR,CHITRAKOOT,MAU,Senior_Secondary,9-12,116.0,95.0,122,147,-18.1,28.42,20.49,26.72,Recovery
9410304803,GOVT. HIGH SCHOOL MURKA,CHITRAKOOT,MAU,Senior_Secondary,9-12,71.0,61.0,67,53,-14.08,9.84,-20.9,-25.35,Volatile
9410302604,GOVT. HIGH SCHOOL TIKARA,CHITRAKOOT,MAU,Senior_Secondary,9-12,60.0,53.0,57,97,-11.67,7.55,70.18,61.67,Recovery
9410305004,PT DEEN DAYAL UPADHYAY GOVT MODEL I C HARDI KALA CHITRAKOOT,CHITRAKOOT,MAU,Middle_to_Higher,6-12,150.0,194.0,243,220,29.33,25.26,-9.47,46.67,Peaked
9410207501,GOVT. HIGH SCHOOL ASHOH,CHITRAKOOT,PAHADI,Senior_Secondary,9-12,138.0,123.0,116,141,-10.87,-5.69,21.55,2.17,Recovery
9410200304,GOVT. HIGH SCHOOL CHANDI,CHITRAKOOT,PAHADI,Senior_Secondary,9-12,104.0,141.0,154,169,35.58,9.22,9.74,62.5,Consistent Growth
9410205101,GOVT. HIGH SCHOOL GAUHANI,CHITRAKOOT,PAHADI,Senior_Secondary,9-12,51.0,41.0,46,52,-19.61,12.2,13.04,1.96,Recovery
9410203801,GOVT. HIGH SCHOOL MAMSI BUJURGA,CHITRAKOOT,PAHADI,Senior_Secondary,9-12,74.0,55.0,38,63,-25.68,-30.91,65.79,-14.86,Recovery
9410202505,GOVT. HIGH SCHOOL MIRJAPUR,CHITRAKOOT,PAHADI,Senior_Secondary,9-12,81.0,61.0,86,90,-24.69,40.98,4.65,11.11,Recovery
9410206505,GOVT. HIGH SCHOOL NONAR,CHITRAKOOT,PAHADI,Senior_Secondary,9-12,41.0,57.0,57,66,39.02,0.0,15.79,60.98,Volatile
9410202404,GOVT. HIGH SCHOOL SURSEN,CHITRAKOOT,PAHADI,Senior_Secondary,9-12,100.0,102.0,102,105,2.0,0.0,2.94,5.0,Stable
9410205407,RAJKIYA KANYA UCHCHATAR MADHYAMIK VIDYALYA GANEEWA CHITRAKOOT,CHITRAKOOT,PAHADI,Senior_Secondary,9-12,32.0,37.0,36,50,15.62,-2.7,38.89,56.25,Volatile
9410202022,SAMAJWADI ABHINAV VIDYALAYA SARDHUWA,CHITRAKOOT,PAHADI,Secondary_Only,9-10,77.0,202.0,144,113,162.34,-28.71,-21.53,46.75,Peaked
9410403909,G.G.I.C. RAJAPUR,CHITRAKOOT,RAM NAGAR,Full_School,1-12,673.0,676.0,684,656,0.45,1.18,-4.09,-2.53,Stable
9410401803,GOVT. HIGH SCHOOL SIRAWAL,CHITRAKOOT,RAM NAGAR,Senior_Secondary,9-12,144.0,106.0,121,126,-26.39,14.15,4.13,-12.5,Recovery
9601701602,R.U.M.V. BADKA GAON,DEORIA,BARAHAJ,Senior_Secondary,9-12,75.0,86.0,115,123,14.67,33.72,6.96,64.0,Consistent Growth
9601703905,RAJKIY U.M.V.LABAKANI GANGA,DEORIA,BARAHAJ,Senior_Secondary,9-12,119.0,109.0,96,73,-8.4,-11.93,-23.96,-38.66,Consistent Decline
9601704611,RAJKIYA UMV PAINA,DEORIA,BARAHAJ,Senior_Secondary,9-12,57.0,71.0,63,59,24.56,-11.27,-6.35,3.51,Peaked
9600803917,RAJIYA U.M.V.BHARHE CHAURA,DEORIA,BHATNI,Senior_Secondary,9-12,29.0,31.0,30,22,6.9,-3.23,-26.67,-24.14,Peaked
9601502902,GOVERMENT INTER COLLEGE DEORIA,DEORIA,DEORIA NAGAR KSHETRA,Middle_to_Higher,6-12,1642.0,1606.0,1770,2110,-2.19,10.21,19.21,28.5,Recovery
9601502903,KASTUEBA RAJKIY GIRLS INTER COLLEGE DEORIA,DEORIA,DEORIA NAGAR KSHETRA,Middle_to_Higher,6-12,1177.0,901.0,992,1014,-23.45,10.1,2.22,-13.85,Recovery
9601802206,PT DEEN DAYAL UPADHYAY I C TILA TALI DESAHI DEORIA DEORIA,DEORIA,DESAHI DEORIA,Middle_to_Higher,6-12,49.0,87.0,231,252,77.55,165.52,9.09,414.29,Consistent Growth
9600108705,G.G.H.S. SCHOOL INDUPUR,DEORIA,GAURI BAZAR,Middle_to_Secondary,6-10,244.0,221.0,174,207,-9.43,-21.27,18.97,-15.16,Recovery
9600102903,RAJKIY U.M.V.BAGAPAR,DEORIA,GAURI BAZAR,Senior_Secondary,9-12,23.0,34.0,52,53,47.83,52.94,1.92,130.43,Consistent Growth
9600109103,RAJKIY U.M.V.SAVANA  LAXMAN,DEORIA,GAURI BAZAR,Senior_Secondary,9-12,102.0,75.0,74,80,-26.47,-1.33,8.11,-21.57,Recovery
9601404204,RAJKIY U.M.V.KUNDAULI,DEORIA,LAR,Senior_Secondary,9-12,24.0,15.0,7,23,-37.5,-53.33,228.57,-4.17,Recovery
9600503905,GOVT.H.S.SCHOOL MALGHOT BIRAICHA,DEORIA,PATTHRDEVA,Senior_Secondary,9-12,37.0,32.0,25,22,-13.51,-21.88,-12.0,-40.54,Consistent Decline
9600503804,R .UMV RAMPUR MAHUARI,DEORIA,PATTHRDEVA,Senior_Secondary,9-12,114.0,94.0,61,47,-17.54,-35.11,-22.95,-58.77,Consistent Decline
9600706504,RAJKIY U.M.V.SILHATA,DEORIA,RUDRAPUR,Senior_Secondary,9-12,33.0,42.0,50,51,27.27,19.05,2.0,54.55,Consistent Growth
9600701103,RAJKIYA U.M.V.GONAH SURTPURA,DEORIA,RUDRAPUR,Senior_Secondary,9-12,13.0,14.0,7,11,7.69,-50.0,57.14,-15.38,Volatile
9600700903,RAJKIYA U.M.V.NAKAEL,DEORIA,RUDRAPUR,Senior_Secondary,9-12,95.0,99.0,91,92,4.21,-8.08,1.1,-3.16,Volatile
9600405612,GOVT. G. INTER COLLEGE,DEORIA,SALIMPUR,Middle_to_Higher,6-12,14.0,15.0,10,11,7.14,-33.33,10.0,-21.43,Volatile
9170111309,CHAMPADEVI G.G.I.C. RAJA KA RAMPUR,ETAH,ALIGANJ,Middle_to_Higher,6-12,483.0,462.0,458,458,-4.35,-0.87,0.0,-5.18,Stable
9170102704,GOVERNMENT HIGH SCHOOL M.NAGAR BAJHERA,ETAH,ALIGANJ,Senior_Secondary,9-12,37.0,22.0,23,49,-40.54,4.55,113.04,32.43,Recovery
9170102705,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE M NAGAR BAJHERA ETAH,ETAH,ALIGANJ,Middle_to_Higher,6-12,29.0,30.0,58,75,3.45,93.33,29.31,158.62,Consistent Growth
9170306407,GOVERNMENT HSS KUSAWA,ETAH,AWAGARH,Senior_Secondary,9-12,80.0,79.0,50,50,-1.25,-36.71,0.0,-37.5,Volatile
9170307510,"GOVT. HIGH SCHOOL, KUSET",ETAH,AWAGARH,Senior_Secondary,9-12,29.0,25.0,28,51,-13.79,12.0,82.14,75.86,Recovery
9170305106,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE ISAULI ETAH,ETAH,AWAGARH,Middle_to_Higher,6-12,174.0,196.0,221,241,12.64,12.76,9.05,38.51,Consistent Growth
9171602102,GOV. GIRLS INTER COLEEGE ETAH,ETAH,ETAH (URBAN),Full_School,1-12,902.0,778.0,628,591,-13.75,-19.28,-5.89,-34.48,Consistent Decline
9171602303,GOV. INTER COLLEGE ETAH,ETAH,ETAH (URBAN),Middle_to_Higher,6-12,433.0,411.0,442,373,-5.08,7.54,-15.61,-13.86,Volatile
9170504504,GOVERNMENT HIGH SCHOOL LALPUR JAHANGIRABAD,ETAH,JAITHARA,Senior_Secondary,9-12,30.0,15.0,7,22,-50.0,-53.33,214.29,-26.67,Recovery
9170509104,GOVT INTER COLLEGE AMRATPUR RAGHUPUR JAITHRA,ETAH,JAITHARA,Middle_to_Higher,6-12,35.0,56.0,142,184,60.0,153.57,29.58,425.71,Consistent Growth
9170503009,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MUIUDDINPUR ETAH,ETAH,JAITHARA,Middle_to_Higher,6-12,63.0,86.0,104,87,36.51,20.93,-16.35,38.1,Peaked
9170605204,GOVERNMENT HIGHSCHOOL MAHANMAI,ETAH,JALESAR,Senior_Secondary,9-12,106.0,99.0,81,81,-6.6,-18.18,0.0,-23.58,Volatile
9171801702,RAJKIYA BALIKA INTER COLLAGE,ETAH,JALESAR (URBAN),Middle_to_Higher,6-12,818.0,690.0,793,690,-15.65,14.93,-12.99,-15.65,Volatile
9170807903,GOVT H.S NAGLA MANDHATI (SARNU),ETAH,MARHARA,Senior_Secondary,9-12,47.0,39.0,41,53,-17.02,5.13,29.27,12.77,Recovery
9170806803,GOVT H.S.V ALAMPUR,ETAH,MARHARA,Senior_Secondary,9-12,67.0,53.0,48,60,-20.9,-9.43,25.0,-10.45,Recovery
9170906602,G.G.I. COLLEGE BAKALPUR,ETAH,NIDHAULI KALAN,Middle_to_Higher,6-12,196.0,203.0,221,218,3.57,8.87,-1.36,11.22,Peaked
9170908304,GOVERNMENT GIRLS INTER COLLEGE RAM NAGAR,ETAH,NIDHAULI KALAN,Middle_to_Higher,6-12,79.0,78.0,70,71,-1.27,-10.26,1.43,-10.13,Recovery
