school_id,school_name,district,block,School_Type,Class_Range_Label,Stability_Mean,Stability_Std,CV_Pct,Stability_Label
9601502903,KASTUEBA RAJKIY GIRLS INTER COLLEGE DEORIA,DEORIA,DEORIA NAGAR KSHETRA,Middle_to_Higher,6-12,1021.0,114.93,11.26,Moderate
9601802206,PT DEEN DAYAL UPADHYAY I C TILA TALI DESAHI DEORIA DEORIA,DEORIA,DESAHI DEORIA,Middle_to_Higher,6-12,154.75,101.73,65.74,Volatile
9600108705,G.G.H.S. SCHOOL INDUPUR,DEORIA,GAURI BAZAR,Middle_to_Secondary,6-10,211.5,29.29,13.85,Moderate
9600102903,RAJKIY U.M.V.BAGAPAR,DEORIA,GAURI BAZAR,Senior_Secondary,9-12,40.5,14.57,35.98,Volatile
9600109103,RAJKIY U.M.V.SAVANA  LAXMAN,DEORIA,GAURI BAZAR,Senior_Secondary,9-12,82.75,13.1,15.83,Volatile
9601404204,RAJKIY U.M.V.KUNDAULI,DEORIA,LAR,Senior_Secondary,9-12,17.25,7.93,45.97,Volatile
9600503905,GOVT.H.S.SCHOOL MALGHOT BIRAICHA,DEORIA,PATTHRDEVA,Senior_Secondary,9-12,29.0,6.78,23.38,Volatile
9600503804,R .UMV RAMPUR MAHUARI,DEORIA,PATTHRDEVA,Senior_Secondary,9-12,79.0,30.54,38.66,Volatile
9600706504,RAJKIY U.M.V.SILHATA,DEORIA,RUDRAPUR,Senior_Secondary,9-12,44.0,8.37,19.02,Volatile
9600701103,RAJKIYA U.M.V.GONAH SURTPURA,DEORIA,RUDRAPUR,Senior_Secondary,9-12,11.25,3.1,27.56,Volatile
9600700903,RAJKIYA U.M.V.NAKAEL,DEORIA,RUDRAPUR,Senior_Secondary,9-12,94.25,3.59,3.81,Stable
9600405612,GOVT. G. INTER COLLEGE,DEORIA,SALIMPUR,Middle_to_Higher,6-12,12.5,2.38,19.04,Volatile
9170111309,CHAMPADEVI G.G.I.C. RAJA KA RAMPUR,ETAH,ALIGANJ,Middle_to_Higher,6-12,465.25,11.98,2.57,Stable
9170102704,GOVERNMENT HIGH SCHOOL M.NAGAR BAJHERA,ETAH,ALIGANJ,Senior_Secondary,9-12,32.75,12.82,39.15,Volatile
9170102705,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE M NAGAR BAJHERA ETAH,ETAH,ALIGANJ,Middle_to_Higher,6-12,48.0,22.46,46.79,Volatile
9170306407,GOVERNMENT HSS KUSAWA,ETAH,AWAGARH,Senior_Secondary,9-12,64.75,17.04,26.32,Volatile
9170307510,"GOVT. HIGH SCHOOL, KUSET",ETAH,AWAGARH,Senior_Secondary,9-12,33.25,11.95,35.94,Volatile
9170305106,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE ISAULI ETAH,ETAH,AWAGARH,Middle_to_Higher,6-12,208.0,29.2,14.04,Moderate
9171602102,GOV. GIRLS INTER COLEEGE ETAH,ETAH,ETAH (URBAN),Full_School,1-12,724.75,143.18,19.76,Volatile
9171602303,GOV. INTER COLLEGE ETAH,ETAH,ETAH (URBAN),Middle_to_Higher,6-12,414.75,30.73,7.41,Moderate
9170504504,GOVERNMENT HIGH SCHOOL LALPUR JAHANGIRABAD,ETAH,JAITHARA,Senior_Secondary,9-12,18.5,9.81,53.03,Volatile
9170509104,GOVT INTER COLLEGE AMRATPUR RAGHUPUR JAITHRA,ETAH,JAITHARA,Middle_to_Higher,6-12,104.25,70.5,67.63,Volatile
9170503009,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MUIUDDINPUR ETAH,ETAH,JAITHARA,Middle_to_Higher,6-12,85.0,16.83,19.8,Volatile
9170605204,GOVERNMENT HIGHSCHOOL MAHANMAI,ETAH,JALESAR,Senior_Secondary,9-12,91.75,12.74,13.89,Moderate
9171801702,RAJKIYA BALIKA INTER COLLAGE,ETAH,JALESAR (URBAN),Middle_to_Higher,6-12,747.75,67.46,9.02,Moderate
9170807903,GOVT H.S NAGLA MANDHATI (SARNU),ETAH,MARHARA,Senior_Secondary,9-12,45.0,6.32,14.04,Moderate
9170806803,GOVT H.S.V ALAMPUR,ETAH,MARHARA,Senior_Secondary,9-12,57.0,8.29,14.54,Moderate
9170906602,G.G.I. COLLEGE BAKALPUR,ETAH,NIDHAULI KALAN,Middle_to_Higher,6-12,209.5,11.96,5.71,Moderate
9170908304,GOVERNMENT GIRLS INTER COLLEGE RAM NAGAR,ETAH,NIDHAULI KALAN,Middle_to_Higher,6-12,74.5,4.65,6.24,Moderate
9170900504,GOVERNMENT HSS ADHAPURA,ETAH,NIDHAULI KALAN,Senior_Secondary,9-12,39.25,8.66,22.06,Volatile
9170907404,GOVERNMENT HSS SHAH BAJPUR,ETAH,NIDHAULI KALAN,Senior_Secondary,9-12,32.25,12.84,39.81,Volatile
9170907704,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE GAHARANA ETAH,ETAH,NIDHAULI KALAN,Middle_to_Higher,6-12,193.5,43.55,22.51,Volatile
9171203106,"GOVT. HIGH SCHOOL, RIJOR",ETAH,SAKEET,Senior_Secondary,9-12,55.5,9.33,16.81,Volatile
9171207019,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MALAWAN ETAH,ETAH,SAKEET,Middle_to_Higher,6-12,127.75,29.97,23.46,Volatile
9171314101,GOV.GIRLS INTER COLLEGE,ETAH,SHEETAL PUR,Full_School,1-12,97.25,16.64,17.11,Volatile
9171313404,GOVERNMENT HIGH SCHOOL KASON NIJAMPUR,ETAH,SHEETAL PUR,Senior_Secondary,9-12,70.0,5.35,7.64,Moderate
9171300114,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE JIRSIMI ETAH,ETAH,SHEETAL PUR,Middle_to_Higher,6-12,383.75,61.16,15.94,Volatile
9310500108,GOVT GIRLS INTER COLLEGE UDDI,ETAWAH,BARHPURA,Middle_to_Secondary,6-10,322.0,24.48,7.6,Moderate
9310702406,GOVT UMV SAMASPURA ETAWA,ETAWAH,BHARTHANA,Senior_Secondary,9-12,95.75,10.05,10.5,Moderate
9310800118,GOVT HIGH SCHOOL KANDESI DHAR,ETAWAH,CHAKARNAGAR,Senior_Secondary,9-12,38.75,9.29,23.97,Volatile
9310800130,GOVT UMV IMLIA,ETAWAH,CHAKARNAGAR,Senior_Secondary,9-12,53.0,7.07,13.34,Moderate
9310800120,GOVT UPS JAUNANI,ETAWAH,CHAKARNAGAR,Senior_Secondary,9-12,51.75,8.3,16.04,Volatile
9310805804,GOVT.  INTER COLLEGE SINDAUS,ETAWAH,CHAKARNAGAR,Middle_to_Higher,6-12,158.5,8.81,5.56,Moderate
9310800116,GOVT. GIRLS INTER COLLEGE CHAKARNAGAR,ETAWAH,CHAKARNAGAR,Middle_to_Secondary,6-10,292.25,28.95,9.91,Moderate
9310804607,GOVT. HIGHER SECONDARY SCHOOL,ETAWAH,CHAKARNAGAR,Middle_to_Higher,6-12,268.0,19.2,7.16,Moderate
9310903242,GOVT INTER COLLEGE ETAWAH,ETAWAH,ETAWAH NAGAR CHETRA,Middle_to_Higher,6-12,1230.75,221.9,18.03,Volatile
9310907904,GOVT. GIRLS INTER COLLEGE,ETAWAH,ETAWAH NAGAR CHETRA,Full_School,1-12,1580.5,89.92,5.69,Moderate
9310410922,GOVT GIRLS INTER COLLEGE JASWANT NAGAR,ETAWAH,JASWANT NAGAR,Middle_to_Higher,6-12,445.5,70.16,15.75,Volatile
9310410923,GOVT INTER COLLEGE DHARWAR ETAWAH,ETAWAH,JASWANT NAGAR,Middle_to_Secondary,6-10,101.25,12.34,12.19,Moderate
9310410925,GOVT UPS BAUTH,ETAWAH,JASWANT NAGAR,Senior_Secondary,9-12,56.25,6.29,11.18,Moderate
9310410926,GOVT UPS BIBAMAU,ETAWAH,JASWANT NAGAR,Senior_Secondary,9-12,64.75,15.73,24.29,Volatile
9310401104,RAJIKIYA UCCATAR MADIMIK VIDHALYA  JASWANTNAGAR ,ETAWAH,JASWANT NAGAR,Senior_Secondary,9-12,29.75,6.13,20.61,Volatile
9310201706,GOVT UMV LUDHIYANI,ETAWAH,MAHEWA,Senior_Secondary,9-12,192.0,39.65,20.65,Volatile
9310601706,AMITAB BACHCHAN GOVT. INTER COLLEGE SAIFAI,ETAWAH,SAIFAI,Middle_to_Higher,6-12,141.25,4.11,2.91,Stable
9310601722,GOVT GIRLS INTER COLLEGE SAIFAI,ETAWAH,SAIFAI,Middle_to_Higher,6-12,285.0,8.04,2.82,Stable
9310601708,GOVT UPS HARCHANDERPUR,ETAWAH,SAIFAI,Senior_Secondary,9-12,92.25,18.71,20.28,Volatile
9310601707,GOVT UPS NAGARIYA KUKPUR,ETAWAH,SAIFAI,Senior_Secondary,9-12,48.25,7.54,15.63,Volatile
9310105506,GOVT. HIGHER SECONDARYSCHOOL,ETAWAH,TAKHA,Senior_Secondary,9-12,88.75,12.66,14.26,Moderate
9470103101,"GOVERNMENT BALIKA INTER COLLEGE, GAHNAG",FAIZABAD,AMANIGANJ,Middle_to_Secondary,6-10,65.5,25.65,39.16,Volatile
9470109407,GOVERNMENT HIGH SCHOOL MANUDEEH,FAIZABAD,AMANIGANJ,Senior_Secondary,9-12,88.25,29.19,33.08,Volatile
9470103603,GOVT GIRLS HIGHER SECONDARY SCHOOL,FAIZABAD,AMANIGANJ,Senior_Secondary,9-12,37.5,8.02,21.39,Volatile
9471502405,"GGIC, FAIZABAD",FAIZABAD,AYODHYA TOWN AREA,Middle_to_Higher,6-12,1021.5,87.41,8.56,Moderate
9471501703,"RAJKIYA INTER COLLEGE, FAIZABAD",FAIZABAD,AYODHYA TOWN AREA,Middle_to_Higher,6-12,661.75,104.63,15.81,Volatile
9471300102,TULSI G.G.I.C. AYODHYA,FAIZABAD,AYODHYA TOWN AREA,Full_School,1-12,429.5,47.61,11.08,Moderate
9470200402,GOVERNMENT HIGH SCHOOL PURE NANDA TIWARI,FAIZABAD,BIKAPUR,Senior_Secondary,9-12,76.25,9.03,11.84,Moderate
9470205405,GOVT.GIRLS HIGHER SEC. SCHOOL,FAIZABAD,BIKAPUR,Middle_to_Higher,6-12,94.75,6.95,7.34,Moderate
9470401503,GGIC GAUHANIYA,FAIZABAD,MASAUDHA,Middle_to_Higher,6-12,349.25,47.46,13.59,Moderate
9470609301,GOVERENMENT HIGHER SECONDARY SCHOOL,FAIZABAD,MAWAI,Senior_Secondary,9-12,69.0,8.76,12.7,Moderate
9470607608,GOVT INTER COLLEGE SUNBA MAWAI AYODHYA,FAIZABAD,MAWAI,Middle_to_Higher,6-12,141.25,109.76,77.71,Volatile
9470711203,GOVERNMENT HIGH SCHOOL SCHOOL,FAIZABAD,MAYA,Senior_Secondary,9-12,25.75,3.2,12.43,Moderate
9470706504,"GOVERNMENT HIGHER SECONDARY SCHOOL, BENWA",FAIZABAD,MAYA,Senior_Secondary,9-12,63.0,26.55,42.14,Volatile
9470713301,"GOVERNMENT HIGHER SECONDARY SCHOOL, HARDI",FAIZABAD,MAYA,Middle_to_Secondary,6-10,31.25,11.35,36.32,Volatile
9471400204,RAJKIYA BALIKA INTER COLLEGE,FAIZABAD,MAYA,Middle_to_Higher,6-12,85.5,19.81,23.17,Volatile
9471201503,GOVERNMENT  SECONDARY SCHOOL KAHUA,FAIZABAD,MILKIPUR,Senior_Secondary,9-12,64.0,10.86,16.97,Volatile
9471207202,GOVERNMENT SECONDARY SCHOOL GARHA,FAIZABAD,MILKIPUR,Senior_Secondary,9-12,88.25,35.23,39.92,Volatile
9471205909,GOVT INTER COLLEGE TAKSARA MILKIPUR AYODHYA,FAIZABAD,MILKIPUR,Middle_to_Higher,6-12,423.75,192.52,45.43,Volatile
9470810609,GOVERNMENT HIGH SCHOOL BHADAULI,FAIZABAD,PURA,Senior_Secondary,9-12,38.25,11.62,30.38,Volatile
9472302403,GOVERNMENT GIRLS INTER COLLEGE,FAIZABAD,RUDAULI,Middle_to_Higher,6-12,595.0,110.12,18.51,Volatile
9470910903,GOVERNMENT HIGH SCHOOL jamuniyamau,FAIZABAD,RUDAULI,Senior_Secondary,9-12,68.5,21.32,31.12,Volatile
9470907604,GOVERNMENT HIGHER SECONDARY,FAIZABAD,RUDAULI,Senior_Secondary,9-12,104.5,11.24,10.76,Moderate
9470902310,GOVT HIGH SCHOOL SUJAGANJ RUDAULI FAIZABAD,FAIZABAD,RUDAULI,Senior_Secondary,9-12,145.0,28.51,19.66,Volatile
9471004907,G.G.I.C. SALONIYA SOHAWAL,FAIZABAD,SOHAWAL,Middle_to_Higher,6-12,250.0,8.83,3.53,Stable
9471003511,GOVERNMENT HIGH SCHOOL SOURI,FAIZABAD,SOHAWAL,Senior_Secondary,9-12,44.5,14.73,33.1,Volatile
9471101610,G . G . H . S . SCHOOL,FAIZABAD,TARUN,Middle_to_Secondary,6-10,40.0,16.19,40.48,Volatile
9290401204,RAJKIY BALIKA UMV,FARRUKHABAD,KAMALGANJ,Senior_Secondary,9-12,71.5,6.24,8.73,Moderate
9290807807,RAJKEY UCHHTTAR MADHYAMIK VID VIHAR,FARRUKHABAD,MOHAMDABAD,Senior_Secondary,9-12,84.5,10.88,12.88,Moderate
9290703803,RAJKEY BALIKA INTER COLLEGE FATEHGARH,FARRUKHABAD,NAG. KSH.FAR.BAD,Middle_to_Higher,6-12,1450.5,151.27,10.43,Moderate
9290700202,RAJKEY INTER COLLEGE  FARRUKHABAD,FARRUKHABAD,NAG. KSH.FAR.BAD,Middle_to_Higher,6-12,385.5,13.82,3.58,Stable
9290705325,RAJKEY INTER COLLEGE FATEHGARH,FARRUKHABAD,NAG. KSH.FAR.BAD,Middle_to_Higher,6-12,634.0,174.11,27.46,Volatile
9290306206,RAM DARSHANI RAJKEEYA INTER COLLEGE,FARRUKHABAD,NAWABGANJ,Middle_to_Higher,6-12,565.0,29.54,5.23,Moderate
9290505705,"Pt Deendayal Upadhyay Govt Model Inter College, Kankapur",FARRUKHABAD,RAJE PUR,Middle_to_Higher,6-12,189.25,19.0,10.04,Moderate
9290508608,RAJKIYA BALIKA INTER COLLEGE RAJEPUR,FARRUKHABAD,RAJE PUR,Middle_to_Higher,6-12,389.5,82.75,21.25,Volatile
9290510305,RAJKIYA UCHHTAR MADHYAMIK VIDYALYA KUMHRAUR RAJEPUR FARRUKHABAD,FARRUKHABAD,RAJE PUR,Senior_Secondary,9-12,89.5,5.07,5.66,Moderate
9290209907,Pt Deendayal Upadhyay Govt Model Inter College Roshanabad,FARRUKHABAD,SHAMSABAD,Middle_to_Higher,6-12,539.25,49.51,9.18,Moderate
9421000105,PT D D U GOVT MODEL INTER COLLEGE AILAI,FATEHPUR,AIRAYAN,Middle_to_Higher,6-12,490.5,22.52,4.59,Stable
9421003603,RAJKIYE U.M.V. IJURA KHURD,FATEHPUR,AIRAYAN,Senior_Secondary,9-12,50.75,18.21,35.88,Volatile
9420201204,RAJKIY UMV BABAI,FATEHPUR,AMAULI,Senior_Secondary,9-12,38.25,12.39,32.39,Volatile
9420201905,RAJKIYE H.S.BAMTHARA,FATEHPUR,AMAULI,Senior_Secondary,9-12,27.75,17.75,63.96,Volatile
9420208603,RAJKIYE U.M.V.RITHWA,FATEHPUR,AMAULI,Senior_Secondary,9-12,30.25,5.38,17.79,Volatile
9420900402,RAJKIYA U.M.V.ADAMPUR SAIBSI,FATEHPUR,ASHOTHAR,Senior_Secondary,9-12,22.75,5.32,23.38,Volatile
9420901704,RAJKIYE H.S.DEVLAN,FATEHPUR,ASHOTHAR,Senior_Secondary,9-12,71.5,3.0,4.2,Stable
9420903008,RAJKIYE U M V KORRA KANAK,FATEHPUR,ASHOTHAR,Senior_Secondary,9-12,74.75,22.47,30.06,Volatile
9420905205,RAJKIYE UCHHTAR MADHYAMIK VIDALAY SARKANDI ASOTHER,FATEHPUR,ASHOTHAR,Senior_Secondary,9-12,40.0,6.98,17.45,Volatile
9420700923,Pt Deendayal Upadhyay Govt Model Inter College Bahua,FATEHPUR,BAHUA,Middle_to_Higher,6-12,519.0,44.41,8.56,Moderate
9420705004,RAJKIYE H.S.MAHNA,FATEHPUR,BAHUA,Senior_Secondary,9-12,26.75,7.14,26.69,Volatile
9420701603,RAJKIYE U M V BIJHAULI,FATEHPUR,BAHUA,Senior_Secondary,9-12,75.25,10.14,13.48,Moderate
9420706802,RAJKIYE U M V CHAK QUAZIPUR,FATEHPUR,BAHUA,Senior_Secondary,9-12,93.0,31.5,33.87,Volatile
9420605504,Pt Deendayal Upadhyay Govt Model Inter College Latifpur,FATEHPUR,BHITAURA,Middle_to_Higher,6-12,271.5,46.89,17.27,Volatile
9420603924,RAJKIYE BALIKA I.C.HUSAINGANJ,FATEHPUR,BHITAURA,Middle_to_Secondary,6-10,237.25,32.46,13.68,Moderate
9420610905,RAJKIYE U.M.V.UDAI SARAI,FATEHPUR,BHITAURA,Senior_Secondary,9-12,185.75,11.53,6.21,Moderate
9420106903,RAJKIYE U M V PAHARIPUR,FATEHPUR,DEOMAI,Senior_Secondary,9-12,57.75,10.69,18.51,Volatile
9420101103,Rajkiy uchtar madyamik vidyalya bijauli,FATEHPUR,DEOMAI,Senior_Secondary,9-12,66.25,9.54,14.4,Moderate
9421300402,RAJKIYE U M V ARIYE,FATEHPUR,DHATA,Senior_Secondary,9-12,43.75,14.86,33.97,Volatile
9421304906,RAJKIYE U.M.VIDAYALAYA KOAT,FATEHPUR,DHATA,Senior_Secondary,9-12,65.0,8.29,12.75,Moderate
9421306804,RAJKIYE U.M.VIDAYALAYA RUHELLAPUR,FATEHPUR,DHATA,Senior_Secondary,9-12,72.75,22.4,30.79,Volatile
9420801105,Pt Deendayal Upadhyay Govt Model Inter College Daniyalpur,FATEHPUR,HASAWA,Middle_to_Higher,6-12,458.75,24.05,5.24,Moderate
9420802509,RAJKIYE U M V KUSUMBHI,FATEHPUR,HASAWA,Senior_Secondary,9-12,53.5,6.19,11.57,Moderate
9420805605,RAJKIYE U M V TEEKAR,FATEHPUR,HASAWA,Senior_Secondary,9-12,105.25,15.13,14.38,Moderate
9420801505,RAJKIYE U.M.VIDAYALAYA EKARI,FATEHPUR,HASAWA,Senior_Secondary,9-12,75.5,20.4,27.02,Volatile
9421201105,PT.DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE AMILIHAPAL,FATEHPUR,HATHGAOM,Middle_to_Higher,6-12,340.25,75.33,22.14,Volatile
9421207004,RAJKIYE U M V MOHAMMADABAD,FATEHPUR,HATHGAOM,Senior_Secondary,9-12,91.25,11.9,13.04,Moderate
9421200704,RAJKIYE U.M.VIDAYALAYE AKBARPUR CHAURAI,FATEHPUR,HATHGAOM,Senior_Secondary,9-12,235.75,26.92,11.42,Moderate
9420309505,GOV HIGHSCHOOOL SIJAULI FATEHPUR,FATEHPUR,KHAJUHA,Senior_Secondary,9-12,23.5,8.35,35.53,Volatile
9420300108,RAJKIYE U M V AJMATPUR,FATEHPUR,KHAJUHA,Senior_Secondary,9-12,106.5,29.49,27.69,Volatile
9420303007,RAJKIYE U M V LALPUR DARAUTA,FATEHPUR,KHAJUHA,Senior_Secondary,9-12,70.5,6.45,9.15,Moderate
9420413105,GOV. HIGHER SECOUNDRY SCHOOL LAHANGI,FATEHPUR,MALAWAN,Senior_Secondary,9-12,37.75,11.84,31.36,Volatile
9420410514,GOVT. H.S SCHOOL DEEGH,FATEHPUR,MALAWAN,Senior_Secondary,9-12,65.25,8.14,12.48,Moderate
9420413416,RAJKIYE BALIKA I.C.MALWA,FATEHPUR,MALAWAN,Middle_to_Secondary,6-10,324.0,34.32,10.59,Moderate
9420419403,RAJKIYE U M V SIKRODHI,FATEHPUR,MALAWAN,Senior_Secondary,9-12,38.5,10.54,27.38,Volatile
9420404106,RAJKIYE UCCHTAR MADHMIK VIDYALAY CHAKKI,FATEHPUR,MALAWAN,Senior_Secondary,9-12,124.75,9.64,7.73,Moderate
9420400103,RAJAKI BALIKA INTER COLLAGE BINDAKI,FATEHPUR,NAGAR BINDKI,Full_School,1-12,934.75,64.99,6.95,Moderate
9421402518,G.G.I.C.,FATEHPUR,NAGAR FATEHPUR,Middle_to_Higher,6-12,863.75,32.45,3.76,Stable
9421401917,G.I.C. FATEHPUR,FATEHPUR,NAGAR FATEHPUR,Middle_to_Higher,6-12,970.25,71.05,7.32,Moderate
9421400627,RAJKIYE U.M.VIDAYALAYE ANDULI,FATEHPUR,NAGAR FATEHPUR,Senior_Secondary,9-12,22.75,8.96,39.38,Volatile
9420500305,Pt Deendayal Upadhyay Govt Model Inter College Aladatpur,FATEHPUR,TELIYANI,Middle_to_Higher,6-12,231.25,40.38,17.46,Volatile
9420506904,RAJKIYE BALIKA I.C. SAHILI,FATEHPUR,TELIYANI,Middle_to_Secondary,6-10,298.75,57.13,19.12,Volatile
9420506703,RAJKIYE U M V RAWATPUR,FATEHPUR,TELIYANI,Senior_Secondary,9-12,67.75,45.21,66.73,Volatile
9420505203,RAJKIYE U.M.V.MANSOORMODHANPUR,FATEHPUR,TELIYANI,Senior_Secondary,9-12,58.75,7.46,12.7,Moderate
9421110905,RAJKIYE I.C.ARJUNPUR GADHA,FATEHPUR,VIJAIPUR,Middle_to_Higher,6-12,702.5,153.95,21.91,Volatile
9421108504,RAJKIYE U M V SITHIYANI,FATEHPUR,VIJAIPUR,Senior_Secondary,9-12,30.75,17.25,56.1,Volatile
9421109205,RAJKIYE U M V TENI,FATEHPUR,VIJAIPUR,Senior_Secondary,9-12,101.75,13.33,13.1,Moderate
9160700106,GOVT. HIGH SCHOOL KARHARA,FIROZABAD,ARAWN,Senior_Secondary,9-12,62.25,7.97,12.8,Moderate
9160708103,GOVT. HIGH SCHOOL KARIKHEDA 1392,FIROZABAD,ARAWN,Senior_Secondary,9-12,80.0,9.06,11.33,Moderate
9160704005,GOVT. HIGH SCHOOL NASUPUR SANJAITI 1393,FIROZABAD,ARAWN,Senior_Secondary,9-12,23.75,3.4,14.32,Moderate
9160702904,GOVT. HIGH SCHOOL SOTHARA,FIROZABAD,ARAWN,Senior_Secondary,9-12,107.0,12.52,11.7,Moderate
9160908003,GOVT. HIGH SCHOOL BATOLAR 1381,FIROZABAD,EKA,Senior_Secondary,9-12,30.25,3.77,12.46,Moderate
9160908206,GOVT. HIGH SCHOOL KONDRA,FIROZABAD,EKA,Senior_Secondary,9-12,47.75,19.6,41.05,Volatile
9160911107,GOVT. HIGH SCHOOL NAGLA KHEDA,FIROZABAD,EKA,Senior_Secondary,9-12,34.5,6.76,19.59,Volatile
9160100903,GOVT. HIGH SCHOOL BASAI MUHAMMAD PUR,FIROZABAD,FIROZABAD,Senior_Secondary,9-12,86.5,18.3,21.16,Volatile
9160108003,GOVT. HIGH SCHOOL DABRAI 1361,FIROZABAD,FIROZABAD,Senior_Secondary,9-12,193.25,10.34,5.35,Moderate
9160800112,GOVT. GIRLS INTER COLLEGE JASRANA 1067,FIROZABAD,JASRANA,Middle_to_Higher,6-12,590.5,49.41,8.37,Moderate
9160801403,GOVT. HIGH SCHOOL NAGLA PATTI 1522,FIROZABAD,JASRANA,Senior_Secondary,9-12,61.5,16.26,26.44,Volatile
9160502805,GOVT. HIGH SCHOOL BARTHARA,FIROZABAD,KHAIRGARH,Senior_Secondary,9-12,48.0,8.08,16.83,Volatile
9160610502,GOVT. GIRLS INTER COLLEGE NAGAL BALL MADANPUR FZD 1524,FIROZABAD,MADANPUR,Middle_to_Higher,6-12,113.25,13.65,12.05,Moderate
9160600306,GOVT. HIGH SCHOOL NAGLA KESARI,FIROZABAD,MADANPUR,Senior_Secondary,9-12,64.25,17.39,27.07,Volatile
9161200106,GOVT. HIGH SCHOOL NARKHI 1396,FIROZABAD,NARKHI,Senior_Secondary,9-12,84.75,19.09,22.53,Volatile
9160202503,GOVT. INTER COLLEGE NASIRPUR,FIROZABAD,SHIKOHABAD,Middle_to_Higher,6-12,398.0,72.16,18.13,Volatile
9160311004,GOVT. GIRLS INTER COLLEGE 1014,FIROZABAD,TUNDLA,Full_School,1-12,1000.25,45.26,4.52,Stable
9160300304,GOVT. HIGH SCHOOL DHIRPURA,FIROZABAD,TUNDLA,Senior_Secondary,9-12,46.0,16.99,36.93,Volatile
9160314203,GOVT. HIGH SCHOOL NAGLA PAR 1380,FIROZABAD,TUNDLA,Senior_Secondary,9-12,66.0,8.6,13.03,Moderate
9160301603,"GOVT. HIGH SCHOOL NIYAMATPUR, TUNDLA 1382",FIROZABAD,TUNDLA,Senior_Secondary,9-12,106.25,5.06,4.76,Stable
9160304204,GOVT.HIGH SCHOOL THAR BALDI,FIROZABAD,TUNDLA,Senior_Secondary,9-12,83.0,28.25,34.04,Volatile
9100203403,RAJKIYA GHS SHADIPUR CHHIDOULI,GAUTAM BUDDHA NAGAR,DADRI,Senior_Secondary,9-12,102.25,11.35,11.1,Moderate
9100309607,GOVT HIGHER SEC. SCH. SALEMPUR GURJAR,GAUTAM BUDDHA NAGAR,DANKAUR,Senior_Secondary,9-12,143.25,21.19,14.79,Moderate
9100313807,PT D U GOVT MODEL INTER COLLEGE CHITI,GAUTAM BUDDHA NAGAR,DANKAUR,Middle_to_Higher,6-12,317.0,19.34,6.1,Moderate
9100110913,G I C  SECTOR 12 NOIDA,GAUTAM BUDDHA NAGAR,VISRAKH,Middle_to_Higher,6-12,1308.25,177.7,13.58,Moderate
9100110513,GOVT GIRLS INTER COLLEGE HOSHYARPUR,GAUTAM BUDDHA NAGAR,VISRAKH,Middle_to_Higher,6-12,1966.25,256.82,13.06,Moderate
9100101804,MAYAWATI GOVT. GIRLS INTER COLLEGE,GAUTAM BUDDHA NAGAR,VISRAKH,Middle_to_Higher,6-12,1091.0,65.14,5.97,Moderate
9100109906,RAJKIYA UMV CHJARSI,GAUTAM BUDDHA NAGAR,VISRAKH,Senior_Secondary,9-12,335.5,37.19,11.08,Moderate
9090404624,GOVT GIRLS INTER COLLEGE KALCHINA,GHAZIABAD,BHOJPUR,Middle_to_Higher,6-12,487.25,12.74,2.61,Stable
9090404619,GOVT HIG SEC NAHALI,GHAZIABAD,BHOJPUR,Senior_Secondary,9-12,105.25,3.77,3.58,Stable
9090402603,GOVT HIGER SEC VIDAYAL ATAROLI,GHAZIABAD,BHOJPUR,Senior_Secondary,9-12,64.25,5.74,8.93,Moderate
9090406112,GOVT INTER COLLEGE TYODI,GHAZIABAD,BHOJPUR,Middle_to_Higher,6-12,265.75,36.48,13.73,Moderate
9090404504,GOVT. INTER COLLEGE MACHRI,GHAZIABAD,BHOJPUR,Middle_to_Higher,6-12,73.0,32.79,44.92,Volatile
9090900508,GOVT BALIKA INTER COLLEGE VIJAYNAGAR,GHAZIABAD,GHAZIABAD (MUN.AREA),Middle_to_Higher,6-12,3449.5,355.1,10.29,Moderate
9090900315,RAJKIYA  INTER  COLLEGE NAND GRAM,GHAZIABAD,GHAZIABAD (MUN.AREA),Middle_to_Higher,6-12,944.25,104.68,11.09,Moderate
9090302013,GOVT HIGHER SEC VIDYALAY MATOOR,GHAZIABAD,MURAD NAGAR,Senior_Secondary,9-12,87.75,7.97,9.08,Moderate
9090201104,GOVT HIGER SEC SCHOOL,GHAZIABAD,RAZAPUR,Senior_Secondary,9-12,227.75,26.02,11.42,Moderate
9090200110,GOVT HIGH SCHOOL NOORPUR,GHAZIABAD,RAZAPUR,Senior_Secondary,9-12,115.75,6.24,5.39,Moderate
9650102009,GOVT.G.I.C.DILDARNAGAR,GHAZIPUR,BHADAURA,Middle_to_Higher,6-12,106.25,78.11,73.52,Volatile
9650102414,GOVT.G.I.C.GAHMAR,GHAZIPUR,BHADAURA,Middle_to_Higher,6-12,48.5,24.77,51.07,Volatile
