District,Block,School_ID,School_Name,Total_2223,Total_2526,Overall_Growth_pct,YoY_Latest,Block_Zone,Girls_Ratio_Improving,Upper_Class_Growing,Bright_Spot_Flag,Potential_Score,Potential_Tag,Investment_Worthy
AGRA,SHAMSHABAD,9151507604,"GOVT. HIGH SCHOOL, JAI NAGAR",124,134,8.06,9.84,YELLOW,False,False,False,2,Medium Potential,False
AGRA,SHAMSHABAD,9151508107,RAJKIYA HIGH SCHOOL KOLARA KALAN,67,74,10.45,2.78,YELLOW,False,False,False,1,Low Potential,False
ALIGARH,AKRABAD,9120205303,RAJKIY HIGH SCHOOL KATHERA,191,140,-26.7,4.48,RED,True,False,False,1,Low Potential,False
ALIGARH,ATRAULI,9120306904,RAJKEYA INTER COLLEGE SAHNOL  ATRAULI,425,199,-53.18,-28.16,RED,True,False,False,1,Low Potential,False
ALIGARH,ATRAULI,9120305202,RAJKEYA KANYA  INTER COLLEGE  NARONA,396,326,-17.68,-12.6,RED,False,False,False,0,Low Potential,False
ALIGARH,ATRAULI,9120305706,RAJKEYA KANYA INTER COLLEGE CHANDAULA,403,355,-11.91,-8.51,RED,True,True,False,2,Medium Potential,False
ALIGARH,BIJAULI,9120502307,Pt Deendayal Upadhyay Govt Model Inter College Badesara,120,148,23.33,2.07,RED,True,True,False,3,Medium Potential,True
ALIGARH,BIJAULI,9120504604,RAJKEYA KANYA INTER COLLEGE DUTTA CHOLI,116,49,-57.76,-35.53,RED,False,False,False,0,Low Potential,False
ALIGARH,CHANDAUS,9120708307,KIRAN DEVI RAJKEYA INTER COLLEGE BAMOTI,169,177,4.73,-8.29,YELLOW,True,True,False,3,Medium Potential,True
ALIGARH,CHANDAUS,9120703804,Pt Deendayal Upadhyay Govt Model Inter College,199,259,30.15,10.68,YELLOW,True,True,False,4,High Potential,True
ALIGARH,CHANDAUS,9120708603,RAJKEYA HIGH SCHOOL PORAI CHANDAUS,49,51,4.08,13.33,YELLOW,True,False,False,3,Medium Potential,True
ALIGARH,CHANDAUS,9120701402,RAJKEYA KANYA INTER COLLEGE DEORAU MOD,265,226,-14.72,8.65,YELLOW,False,True,False,2,Medium Potential,False
ALIGARH,DHANIPUR,9120101303,RAJKEYA HIGH SCHOOL RAHSUPUR DHANIPUR,62,94,51.61,16.05,ORANGE,True,False,False,3,Medium Potential,True
ALIGARH,DHANIPUR,9120103509,RAJKEYA KANYA INTER COLLEGE KALAI,231,184,-20.35,-6.6,ORANGE,False,False,False,0,Low Potential,False
ALIGARH,GANGIRI,9120409603,RAJKEY HIGH SCHOOL NAVIPUR,13,19,46.15,18.75,YELLOW,True,False,False,3,Medium Potential,True
ALIGARH,GANGIRI,9120402514,RAJKEYA HIGH SCHOOL GANGIRI ALIGARH,45,75,66.67,20.97,YELLOW,False,False,False,2,Medium Potential,False
ALIGARH,GANGIRI,9120401935,RAJKEYA KANYA INTER COLLEGE CHHARA,56,74,32.14,2.78,YELLOW,False,False,False,1,Low Potential,False
ALIGARH,GONDA,9121108003,GAYATRI DEEVI RAJKEY INTER COLLEGE  GORAI,413,246,-40.44,-4.65,RED,False,False,False,0,Low Potential,False
ALIGARH,GONDA,9121109505,Pt Deendayal Upadhyay Govt Model Inter College Tamotia,181,143,-20.99,-16.86,RED,True,True,False,2,Medium Potential,False
ALIGARH,GONDA,9121108012,SMT SAROJ SINGH RASTREYA I.C.GORAI,579,489,-15.54,-1.81,RED,True,False,False,1,Low Potential,False
ALIGARH,IGLAS,9121207805,GOVT. HIGH SCHOOL JAWAR,115,145,26.09,35.51,YELLOW,True,False,False,3,Medium Potential,True
ALIGARH,IGLAS,9121206027,RAJKEY KANYA INTER COLLEGE,203,246,21.18,8.37,YELLOW,False,False,False,2,Medium Potential,False
ALIGARH,IGLAS,9121200701,RAJKEYA HIGH SCHOOL RAITPUR IGLAS,55,50,-9.09,21.95,YELLOW,True,False,False,2,Medium Potential,False
ALIGARH,JAWAN,9120610205,ABHINAY VIDHYALAY CHHLESAR,35,20,-42.86,5.26,YELLOW,True,False,False,2,Medium Potential,False
ALIGARH,JAWAN,9120611803,GHS PIPLAUTH,94,103,9.57,8.42,YELLOW,True,False,False,3,Medium Potential,True
ALIGARH,JAWAN,9120601315,GOVERNTMENT INTER COLLEGE BARAULI,55,85,54.55,25.0,YELLOW,False,True,False,3,Medium Potential,True
ALIGARH,JAWAN,9120609204,RAJKEY KANYA INTER OLLEGE GODHA JAWAN,364,254,-30.22,-12.71,YELLOW,False,False,False,0,Low Potential,False
ALIGARH,JAWAN,9120601603,RAJKEYA HIGH SCHOOL KHURD KHERA JAWAN,41,51,24.39,-1.92,YELLOW,True,False,False,2,Medium Potential,False
ALIGARH,KHAIR,9120805708,Pt Deendayal Upadhyay Govt Model Inter College kherasattu,167,232,38.92,-2.11,ORANGE,False,True,False,2,Medium Potential,False
ALIGARH,KHAIR,9120805602,RAJKEYA  INTER COLLEGE  AHROLA KHAIR,169,134,-20.71,-6.94,ORANGE,False,False,False,0,Low Potential,False
ALIGARH,KHAIR,9120802203,VIKRAM VIDHYA MANDIR RAJKEYA INTER COLLEGE BANKNER KHAIR,321,251,-21.81,-1.95,ORANGE,True,True,False,2,Medium Potential,False
ALIGARH,LODHA,9121000503,RAJKEYA HIGH SCHOOL SINGHARPUR,250,259,3.6,4.02,YELLOW,False,False,False,1,Low Potential,False
ALIGARH,NAGAR ALIGARH,9121307839,NAURANGI LAL RAJKIYA INTER COLLEGE,1205,1163,-3.49,-6.59,YELLOW,False,False,False,0,Low Potential,False
ALIGARH,NAGAR ALIGARH,9121307973,RAJKEYA KANYA INTER COLLEGE,1148,1142,-0.52,-3.95,YELLOW,False,True,False,1,Low Potential,False
ALIGARH,NAGAR ATRAULI,9121403616,RAJKEYA KANYA INTER COLLEGE ATRAULI,918,678,-26.14,-5.17,RED,False,False,False,0,Low Potential,False
ALIGARH,TAPPAL,9120906504,RAJKEYA HIGH SCHOOL SIMROTHI TAPPAL,57,84,47.37,55.56,YELLOW,True,False,False,3,Medium Potential,True
ALIGARH,TAPPAL,9120911213,SMT REVATI GOYAL RAJKEYA KANYA I.C. JATTA,118,124,5.08,25.25,YELLOW,False,False,False,2,Medium Potential,False
AMBEDKAR NAGAR,AKBARPUR,9480110905,G G I C AKBARPUR,123,68,-44.72,-10.53,YELLOW,False,False,False,0,Low Potential,False
AMBEDKAR NAGAR,AKBARPUR,9480103707,GOVT GIRLS INTER COLLEGE BEWANA,282,384,36.17,9.4,YELLOW,False,True,False,2,Medium Potential,False
AMBEDKAR NAGAR,AKBARPUR,9480114803,GOVT HIGHER SEC SCH KAHARA SULEMPUR,38,70,84.21,55.56,YELLOW,False,False,False,2,Medium Potential,False
AMBEDKAR NAGAR,AKBARPUR,9480106311,GOVT HIGHER SEC SCH RAMPUR SAKARWARI,34,35,2.94,75.0,YELLOW,True,False,False,3,Medium Potential,True
AMBEDKAR NAGAR,AKBARPUR,9480107905,GOVT INTER COLLEGE AKBARPUR,492,396,-19.51,-22.66,YELLOW,False,False,False,0,Low Potential,False
AMBEDKAR NAGAR,AKBARPUR,9480101909,Pt Deendayal Upadhyay Govt Model Inter College Jafarganj,64,199,210.94,61.79,YELLOW,False,True,False,3,Medium Potential,True
AMBEDKAR NAGAR,AKBARPUR,9480100906,SAVITRI BAI FULE GOVT. GIRLS INTER COLLEGE,408,400,-1.96,-2.2,YELLOW,False,False,False,0,Low Potential,False
AMBEDKAR NAGAR,BASKHARI,9480200403,GOVT HIGHER SEC SCH LAKHANPUR,96,64,-33.33,20.75,ORANGE,False,False,False,1,Low Potential,False
AMBEDKAR NAGAR,BASKHARI,9480210203,RAJKIYA HIGHER SEC SCH00L TARAULI MUBARAKPUR,43,50,16.28,127.27,ORANGE,True,False,False,3,Medium Potential,True
AMBEDKAR NAGAR,BHEETI,9480308014,GOVT GIRLS INTER COLLEGE BHEETI,83,162,95.18,9.46,GREEN,False,False,False,2,Medium Potential,False
AMBEDKAR NAGAR,BHIYAON,9480406306,GOVT HIGHER SEC SCH RAMGARH,69,94,36.23,62.07,YELLOW,False,False,False,2,Medium Potential,False
AMBEDKAR NAGAR,BHIYAON,9480404812,KASTURABA GANDHI G HIGHER SEC SCH RATNA,76,129,69.74,81.69,YELLOW,True,False,False,3,Medium Potential,True
AMBEDKAR NAGAR,BHIYAON,9480403803,PT. D.D.U GOVT. MODAL INTER COLLEGE INDHANA,193,513,165.8,8.69,YELLOW,True,True,False,3,Medium Potential,True
AMBEDKAR NAGAR,JAHANGIRGANJ,9480700805,GOVT GIRLS INTER COLLEGE TENDUAI KALA,162,315,94.44,0.32,YELLOW,False,True,False,1,Low Potential,False
AMBEDKAR NAGAR,JAHANGIRGANJ,9480709005,GOVT HIGHER SEC SCH AHIRAULI RANIMAU,149,138,-7.38,33.98,YELLOW,True,False,False,2,Medium Potential,False
AMBEDKAR NAGAR,JAHANGIRGANJ,9480702111,GOVT HIGHER SEC SCH JAHANGIRGANJ,147,154,4.76,42.59,YELLOW,False,False,False,2,Medium Potential,False
AMBEDKAR NAGAR,JAHANGIRGANJ,9480704404,GOVT HIGHER SEC SCHOOL KAMHARIA,61,80,31.15,26.98,YELLOW,True,False,False,3,Medium Potential,True
AMBEDKAR NAGAR,JALALPUR,9480602120,GOVT G INTER COLLEGE JALALPUR,250,367,46.8,6.69,YELLOW,False,True,False,2,Medium Potential,False
AMBEDKAR NAGAR,JALALPUR,9480607607,GOVT HIGHER SEC SCH BAREPUR,61,81,32.79,8.0,YELLOW,True,False,False,3,Medium Potential,True
AMBEDKAR NAGAR,JALALPUR,9480605504,GOVT HIGHER SEC SCH BASIYA,90,97,7.78,5.43,YELLOW,True,False,False,3,Medium Potential,True
AMBEDKAR NAGAR,KATEHARI,9480502308,GOVT HIGHER SEC SCH PAHITIPUR,154,157,1.95,1.95,YELLOW,True,False,False,2,Medium Potential,False
AMBEDKAR NAGAR,KATEHARI,9480501904,PT DEENDAYAL UPADHYAY GOVT MODAL IC PAHITIPUR KHAJOORDEEH AMBEDKAR NAGAR,251,325,29.48,47.06,YELLOW,True,True,False,3,Medium Potential,True
AMBEDKAR NAGAR,KATEHARI,9480508707,RAJKEY HIGHSCHOOL ASHRAFPUR BARAWAN,112,138,23.21,4.55,YELLOW,True,False,False,2,Medium Potential,False
AMBEDKAR NAGAR,RAMNAGAR,9480811703,GOVT HIGHER SEC SCH CHANDANPUR,80,84,5.0,23.53,YELLOW,True,False,False,3,Medium Potential,True
AMBEDKAR NAGAR,RAMNAGAR,9480802223,PT. D.D.U. GOVT. MODAL INTER COLLEGE RAMNAGAR,60,557,828.33,66.27,YELLOW,True,True,False,3,Medium Potential,True
AMBEDKAR NAGAR,RAMNAGAR,9480814301,RAJKEEYA HIGHER SEC SCH AMADERVESPUR,46,107,132.61,37.18,YELLOW,False,False,False,2,Medium Potential,False
AMBEDKAR NAGAR,RAMNAGAR,9480814201,SMT SUMITRA DEVI SHUKLA GOVT GIRLS INTER COLLEGE ALAPUR,226,168,-25.66,-9.19,YELLOW,False,False,False,0,Low Potential,False
AMBEDKAR NAGAR,TANDA,9480917501,GOVT GIRLS INTER COLLEGE TANDA,148,160,8.11,5.96,ORANGE,False,False,False,2,Medium Potential,False
AMBEDKAR NAGAR,TANDA,9480908706,GOVT HIGHER SEC SCH DIHWA MOHIUDDINPUR,65,57,-12.31,11.76,ORANGE,False,False,False,1,Low Potential,False
AMBEDKAR NAGAR,TANDA,9480900604,GOVT HIGHER SEC SCH FARIDPUR KUTUB,127,112,-11.81,34.94,ORANGE,False,False,False,1,Low Potential,False
AMBEDKAR NAGAR,TANDA,9480911206,GOVT VIDYUT PAR IC VIDYUTNAGAR,606,565,-6.77,-0.35,ORANGE,True,False,False,1,Low Potential,False
AMBEDKAR NAGAR,TANDA TOWN AREA,9481002001,GOVT. GIRLS INTER COLLEGE NAGARPALIKA PARISHAD TANDA,37,160,332.43,21.21,GREEN,False,True,False,3,Medium Potential,True
AMETHI - CSM NAGAR,AMETHI,9730208001,GGIC AMETHI,584,339,-41.95,-19.86,RED,False,False,False,0,Low Potential,False
AMETHI - CSM NAGAR,AMETHI,9730200109,RAJKIYE HIGH SCHOOL,179,120,-32.96,0.84,RED,True,False,False,1,Low Potential,False
AMETHI - CSM NAGAR,BAHADURPUR,9732500101,GGIC JAIS,442,371,-16.06,-26.39,YELLOW,False,True,False,1,Low Potential,False
AMETHI - CSM NAGAR,BAHADURPUR,9732502201,GIC FURSATGANJ,1611,1313,-18.5,-11.1,YELLOW,False,False,False,0,Low Potential,False
AMETHI - CSM NAGAR,BAHADURPUR,9732500102,GIC JAIS,251,207,-17.53,-0.96,YELLOW,True,True,False,2,Medium Potential,False
AMETHI - CSM NAGAR,BAHADURPUR,9732500904,Pt Deendayal Upadhayay Govt Model Inter College Udawa,157,375,138.85,21.75,YELLOW,False,True,False,2,Medium Potential,False
AMETHI - CSM NAGAR,BAHADURPUR,9732500206,RAJKEEYA HIGH SCHOOL,95,90,-5.26,11.11,YELLOW,False,False,False,1,Low Potential,False
AMETHI - CSM NAGAR,BAHADURPUR,9732500609,RAJKIYA HIGH SCHOOL PEEDHI,65,148,127.69,25.42,YELLOW,False,False,False,2,Medium Potential,False
AMETHI - CSM NAGAR,BHADAR,9732704801,GGIC SONARI KALA,506,460,-9.09,-8.73,YELLOW,False,True,False,1,Low Potential,False
AMETHI - CSM NAGAR,BHADAR,9732701209,GIC TIKARMAFI,648,606,-6.48,-6.77,YELLOW,True,True,False,2,Medium Potential,False
AMETHI - CSM NAGAR,BHADAR,9732702403,RAJKIYA HIGH SCHOOL,31,56,80.65,64.71,YELLOW,True,False,False,3,Medium Potential,True
AMETHI - CSM NAGAR,BHADAR,9732706101,RAMABAI AMBEDKAR GGIC,136,116,-14.71,18.37,YELLOW,False,False,False,1,Low Potential,False
AMETHI - CSM NAGAR,BHETUA,9732303305,RAJKIY INTER COLLEGE,57,224,292.98,12.0,GREEN,False,True,False,3,Medium Potential,True
AMETHI - CSM NAGAR,GAURIGANJ,9731904502,GGIC GAURIGANJ,428,345,-19.39,-15.23,ORANGE,False,False,False,0,Low Potential,False
AMETHI - CSM NAGAR,GAURIGANJ,9731906204,PANDIT DEENDAYAL UPADHYAY RAJKEEYA  MODAL INTER COLLEGE ,67,70,4.48,29.63,ORANGE,True,True,False,4,High Potential,True
AMETHI - CSM NAGAR,JAGDISHPUR,9730100401,GGIC JAGDISHPUR,223,298,33.63,8.76,RED,False,True,False,3,Medium Potential,True
AMETHI - CSM NAGAR,JAGDISHPUR,9730106203,GOVT H S MANGRAULI JAGDISHPUR,70,53,-24.29,-15.87,RED,False,False,False,0,Low Potential,False
AMETHI - CSM NAGAR,JAGDISHPUR,9730104402,RAJKIY HIGH SCHOOL RANIGANJ,62,23,-62.9,4.55,RED,True,False,False,1,Low Potential,False
AMETHI - CSM NAGAR,JAMO,9732100101,GGIC JAMO,351,425,21.08,-1.62,YELLOW,False,True,False,1,Low Potential,False
AMETHI - CSM NAGAR,JAMO,9732100205,RAJKIYE HIGH SCHOOL SARMEN,74,70,-5.41,-11.39,YELLOW,True,False,False,1,Low Potential,False
AMETHI - CSM NAGAR,JAMO,9732100115,UMA RAMAN INTER COLLEGE,196,313,59.69,12.59,YELLOW,True,True,False,3,Medium Potential,True
AMETHI - CSM NAGAR,MUSAFIRKHANA,9730301001,GGIC MUSAFIRKHANA,1116,949,-14.96,3.38,ORANGE,False,False,False,0,Low Potential,False
AMETHI - CSM NAGAR,MUSAFIRKHANA,9730306605,PANDIT DEENDAYAL U RAJKIYE MODAL INTER COLLEGE,33,194,487.88,45.86,ORANGE,True,True,False,4,High Potential,True
AMETHI - CSM NAGAR,MUSAFIRKHANA,9730303904,RAJKIY HIGH SCHOOL KANJAS,71,38,-46.48,-11.63,ORANGE,True,False,False,1,Low Potential,False
AMETHI - CSM NAGAR,SANGRAMPUR,9730400406,GGIC SANGRAMPUR,28,34,21.43,17.24,YELLOW,False,True,False,3,Medium Potential,True
AMETHI - CSM NAGAR,SHAHGARH,9732000201,GGIC SHAHGARH,459,410,-10.68,-5.75,ORANGE,False,True,False,1,Low Potential,False
AMETHI - CSM NAGAR,SHAHGARH,9732003204,GOVT HIGH SCHOOL AFUIYA,126,129,2.38,0.0,ORANGE,True,False,False,2,Medium Potential,False
AMETHI - CSM NAGAR,SHAHGARH,9732002803,RAJKIY HAIGH SCHOOL,72,73,1.39,12.31,ORANGE,False,False,False,2,Medium Potential,False
AMETHI - CSM NAGAR,SHUKULBAZAR,9731800101,GGIC SHUKUL BAZAR,135,111,-17.78,8.82,RED,False,False,False,1,Low Potential,False
AMETHI - CSM NAGAR,SINGHPUR,9731700510,RAJKIY HIGH SCHOOL SATAN KA PURWA,67,64,-4.48,-23.81,YELLOW,False,False,False,0,Low Potential,False
AMETHI - CSM NAGAR,SINGHPUR,9731700509,RAJKIY HIGH SCHOOL SINGHPUR,63,84,33.33,-16.0,YELLOW,True,False,False,2,Medium Potential,False
AMETHI - CSM NAGAR,SINGHPUR,9731700807,RAJKIY INTER COLLGE INHAUNA,182,156,-14.29,5.41,YELLOW,False,True,False,2,Medium Potential,False
AMETHI - CSM NAGAR,SINGHPUR,9731703504,RAJKIYA INTER COLLEGE RAJA FATEHPUR,547,647,18.28,-8.87,YELLOW,False,True,False,1,Low Potential,False
AMETHI - CSM NAGAR,TILOI,9732202304,RAJKIY HIGH SCHOOL CHITRA BUZURG,43,43,0.0,13.16,ORANGE,False,False,False,1,Low Potential,False
AMETHI - CSM NAGAR,TILOI,9732201003,RAJKIY HIGH SCHOOL SAVITAPUR,60,124,106.67,18.1,ORANGE,True,False,False,3,Medium Potential,True
AMETHI - CSM NAGAR,TILOI,9732209101,RAJKIY HIGH SCHOOL SEMRAUTA,138,66,-52.17,-29.79,ORANGE,False,False,False,0,Low Potential,False
AURAIYA,ACHHALDA,9320903205,GOVT. U.M.V. BHAISOL ACHHALDA,72,68,-5.56,6.25,RED,True,False,False,2,Medium Potential,False
AURAIYA,ACHHALDA,9320900115,GOVT. U.M.V. PATA,69,51,-26.09,-10.53,RED,False,False,False,0,Low Potential,False
AURAIYA,AIRWAKATRA,9320400109,GOVT GIRLS INTER COLLEGE AIRWAKATRA,14,18,28.57,0.0,YELLOW,False,False,False,1,Low Potential,False
AURAIYA,AIRWAKATRA,9320402003,GOVT. U.M.V. KARMUPUR,21,43,104.76,7.5,YELLOW,False,False,False,2,Medium Potential,False
AURAIYA,AURAIYA,9320100103,GOVT INTER COLLEGE AYANA  AURAIYA,149,179,20.13,13.29,YELLOW,True,True,False,4,High Potential,True
AURAIYA,AURAIYA,9320103803,GOVT. U.M.V. MAANPUR,53,101,90.57,34.67,YELLOW,False,False,False,2,Medium Potential,False
AURAIYA,AURAIYA,9320107404,GOVT. U.M.V. NASIRABAD,62,57,-8.06,-6.56,YELLOW,False,False,False,0,Low Potential,False
AURAIYA,BHAGYANAGAR,9320600102,GOVT. GIRLS INTER COLLEGE DIBIYAPUR,138,109,-21.01,1.87,RED,False,False,False,0,Low Potential,False
AURAIYA,BHAGYANAGAR,9320608206,GOVT. U.M.V. JUA,53,34,-35.85,0.0,RED,True,False,False,1,Low Potential,False
AURAIYA,BHAGYANAGAR,9320602003,GOVT. U.M.V. TURKIPUR,20,25,25.0,4.17,RED,False,False,False,1,Low Potential,False
AURAIYA,BIDHUNA,9320500105,GOVT.  GIRLS INTER COLLEGE  BIDHURA,165,293,77.58,13.13,YELLOW,False,True,False,3,Medium Potential,True
AURAIYA,BIDHUNA,9320500271,GOVT. U.M.V. BHATAULI,38,71,86.84,73.17,YELLOW,True,False,False,3,Medium Potential,True
AURAIYA,SAHAR,9320811706,GOVT GIRLS INTER COLLEGE SAHAR AURAIYA,29,14,-51.72,-17.65,GREEN,False,False,False,0,Low Potential,False
AURAIYA,SAHAR,9320805603,GOVT. U.M.V. BIJHAI SAHAR,82,141,71.95,11.02,GREEN,True,False,False,3,Medium Potential,True
AURAIYA,SAHAR,9320801103,GOVT. U.M.V. LAKHUNO,27,57,111.11,7.55,GREEN,False,False,False,2,Medium Potential,False
AZAMGARH,ATRAULIYA,9611201913,GOVT GIRLS INTER COLLEGE,411,267,-35.04,-19.09,RED,False,False,False,0,Low Potential,False
AZAMGARH,AZAMGRAH,9612301305,GOVT B.I.COLLEGE RAIDOPUR,1011,774,-23.44,6.61,RED,False,False,False,1,Low Potential,False
AZAMGARH,AZMATGARH,9611604608,GOVT. GIRLS HR. SECODARY SCHOOL,613,659,7.5,0.0,YELLOW,False,True,False,1,Low Potential,False
AZAMGARH,BILARIYAGANJ,9611515002,GOVT.GIRLS INTER COLLEGE BAGWAR,190,178,-6.32,16.34,ORANGE,False,True,False,2,Medium Potential,False
AZAMGARH,FOOLPOOR,9610806403,RAJKIYA UMV FATTEPUR FOOLPUR,70,64,-8.57,-20.0,ORANGE,False,False,False,0,Low Potential,False
AZAMGARH,HARRAIYA,9611410802,G.B.U.M.V. PIHAR,78,40,-48.72,2.56,RED,False,False,False,0,Low Potential,False
AZAMGARH,HARRAIYA,9611400505,MAHANT RAMASHRYA DAS GOVT. I.C.,329,202,-38.6,-18.55,RED,True,False,False,1,Low Potential,False
AZAMGARH,HARRAIYA,9611400703,R.U.M.V. ETAILY,181,28,-84.53,-6.67,RED,False,False,False,0,Low Potential,False
AZAMGARH,JAHANAGANJ,9612000408,GOVT HSS MITTUPUR,124,166,33.87,22.06,ORANGE,False,False,False,2,Medium Potential,False
